,sal_20_21,currentAge,height,weight,total_timeOnIce,total_assists,total_goals,total_pim,total_hits,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_overTimeGoals,total_shortHandedGoals,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,assist_height,name,birthStateProvince,birthCountry,alternateCaptain,captain,rookie,shootsCatches,rosterStatus
60,307810.0,24,73.0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Center,IL,USA,False,False,True,R,Y
61,925000.0,21,72.0,164,733.29,13.0,8.0,39.0,31.0,39.0,30.0,9.9,0.0,0.0,13.52,18.0,6.0,936.0,Left Wing,NY,USA,False,False,False,L,Y
62,106854.0,23,72.0,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Center,MN,USA,False,False,False,L,Y
63,448266.0,36,75.0,219,8609.08,168.0,154.0,213.0,492.0,213.0,363.58,78.17,10.0,6.0,688.6200000000001,202.0,-2.0,12600.0,Center,ON,CAN,False,False,False,R,Y
64,9600000.0,33,71.0,200,10608.27,374.0,224.0,256.0,471.0,256.0,366.34000000000003,99.83,11.0,0.0,186.04,215.0,69.0,26554.0,Center,NS,CAN,False,True,False,L,Y
65,1200000.0,32,72.0,190,6019.599999999999,81.0,59.0,108.0,539.0,108.0,300.80999999999995,50.989999999999995,0.0,4.0,779.4099999999999,372.0,-6.0,5832.0,Right Wing,AB,CAN,False,False,False,R,Y
66,4100000.0,29,76.0,207,7006.3,71.0,11.0,94.0,488.0,94.0,100.0,37.11,0.0,1.0,684.93,480.0,55.0,5396.0,Defenseman,ME,USA,False,False,False,L,Y
67,4800000.0,29,71.0,192,7107.7699999999995,114.0,134.0,163.0,459.0,163.0,215.42999999999998,90.63,2.0,3.0,211.92,207.0,18.0,8094.0,Left Wing,CA,USA,False,False,False,L,Y
68,3500000.0,29,71.0,192,4796.97,92.0,78.0,104.0,471.0,104.0,144.13,63.699999999999996,4.0,5.0,379.84999999999997,189.0,37.0,6532.0,Right Wing,MI,USA,False,False,False,R,Y
69,700000.0,26,76.0,212,2596.3999999999996,28.0,36.0,59.0,80.0,59.0,207.90999999999997,41.75,0.0,7.0,343.71000000000004,140.0,-13.0,2128.0,Center,ON,CAN,False,False,False,L,Y
70,1250000.0,27,74.0,210,10418.72,93.0,33.0,108.0,690.0,108.0,100.0,28.43,1.0,0.0,1269.0199999999998,843.0,-53.0,6882.0,Defenseman,ON,CAN,False,False,False,R,Y
71,700000.0,31,71.0,191,2618.7999999999997,18.0,7.0,44.0,246.0,44.0,0.0,16.48,0.0,0.0,162.28,143.0,-4.0,1278.0,Defenseman,CA,USA,False,False,False,R,Y
72,5000000.0,26,71.0,180,4377.58,102.0,98.0,92.0,354.0,92.0,178.2,65.94,2.0,1.0,67.85999999999999,130.0,22.0,7242.0,Left Wing,NE,USA,False,False,False,L,Y
73,241360.0,28,72.0,179,756.1800000000001,5.0,3.0,4.0,34.0,4.0,131.26,6.98,0.0,0.0,3.5,31.0,2.0,360.0,Center,QC,CAN,False,False,False,R,Y
74,2860000.0,24,73.0,194,3030.27,49.0,41.0,55.0,238.0,55.0,77.61,44.010000000000005,2.0,5.0,291.64,48.0,6.0,3577.0,Right Wing,0,FIN,False,False,False,R,Y
75,4025175.0,25,75.0,177,3038.7200000000003,46.0,5.0,107.0,225.0,107.0,100.0,11.05,0.0,0.0,168.49,219.0,31.0,3450.0,Defenseman,0,SWE,False,False,False,L,Y
76,700000.0,25,71.0,185,93.64999999999999,1.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,-1.0,71.0,Defenseman,ON,CAN,False,False,True,R,Y
77,639604.0,26,73.0,195,480.49,7.0,6.0,23.0,95.0,23.0,49.57,10.7,0.0,0.0,30.41,17.0,5.0,511.0,Right Wing,PA,USA,False,False,False,R,Y
78,925000.0,24,73.0,181,1133.35,20.0,6.0,20.0,72.0,20.0,0.0,9.8,0.0,0.0,113.34,77.0,17.0,1460.0,Defenseman,MA,USA,False,False,False,R,Y
79,700000.0,27,71.0,184,2757.21,45.0,27.0,57.0,91.0,57.0,177.09,41.39,0.0,0.0,201.44,83.0,-30.0,3195.0,Center,ON,CAN,False,False,False,R,Y
80,1000000.0,27,72.0,189,1116.6,9.0,3.0,16.0,160.0,16.0,0.0,7.25,0.0,0.0,4.84,62.0,6.0,648.0,Defenseman,0,FIN,False,False,False,L,Y
81,403486.0,25,78.0,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Wing,0,CZE,False,False,True,L,Y
82,4375000.0,35,73.0,195,9614.65,237.0,199.0,244.0,377.0,244.0,407.81,84.78,3.0,10.0,973.48,368.0,131.0,17301.0,Center,QC,CAN,False,True,False,R,Y
83,7000000.0,35,72.0,188,8900.66,261.0,116.0,165.0,289.0,165.0,356.62999999999994,92.07000000000001,3.0,1.0,256.90999999999997,284.0,69.0,18792.0,Center,0,CZE,True,False,False,R,Y
84,5000000.0,33,69.0,181,9847.28,290.0,223.0,571.0,399.0,571.0,264.74,111.52999999999999,15.0,19.0,896.3800000000001,184.0,145.0,20010.0,Left Wing,NS,CAN,True,False,False,L,Y
85,2000000.0,31,72.0,206,8199.58,138.0,144.0,214.0,505.0,214.0,273.71999999999997,69.54,2.0,0.0,6.720000000000001,159.0,87.0,9936.0,Center,WI,USA,False,False,False,R,Y
86,8000000.0,29,75.0,213,8802.72,170.0,101.0,183.0,713.0,183.0,324.46000000000004,72.52000000000001,0.0,4.0,302.49,366.0,36.0,12750.0,Center,MA,USA,False,False,False,R,Y
87,1525000.0,30,72.0,197,3778.85,23.0,35.0,171.0,921.0,171.0,296.01,46.39,0.0,3.0,473.01000000000005,172.0,-17.0,1656.0,Right Wing,MA,USA,False,False,False,R,Y
88,1568970.0,29,73.0,206,8835.4,265.0,153.0,254.0,403.0,254.0,304.58,67.81,7.0,1.0,86.64999999999999,261.0,-35.0,19345.0,Left Wing,AB,CAN,False,False,False,L,Y
89,1568970.0,29,73.0,206,8835.4,265.0,153.0,254.0,403.0,254.0,304.58,67.81,7.0,1.0,86.64999999999999,261.0,-35.0,19345.0,Left Wing,AB,CAN,False,False,False,L,Y
90,422380.0,29,78.0,205,1083.63,8.0,1.0,110.0,155.0,110.0,0.0,5.0,0.0,0.0,112.95999999999998,92.0,-13.0,624.0,Defenseman,MD,USA,False,False,False,L,Y
91,1250000.0,33,74.0,210,5959.98,55.0,12.0,261.0,712.0,261.0,0.0,23.34,0.0,0.0,722.44,534.0,80.0,4070.0,Defenseman,CA,USA,False,False,False,R,Y
92,1050000.0,28,74.0,213,2886.36,39.0,20.0,114.0,426.0,114.0,182.39999999999998,16.75,1.0,0.0,293.39,89.0,-2.0,2886.0,Center,OH,USA,False,False,False,L,Y
93,1000000.0,26,71.0,195,783.28,1.0,2.0,27.0,130.0,27.0,0.0,10.0,0.0,0.0,26.17,46.0,9.0,71.0,Defenseman,NJ,USA,False,False,False,R,Y
94,179322.0,26,72.0,193,3349.08,41.0,20.0,68.0,551.0,68.0,296.28999999999996,36.34,0.0,1.0,246.06,155.0,-20.0,2952.0,Center,BC,CAN,False,False,False,R,Y
95,700000.0,24,72.0,195,21.52,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,Defenseman,0,CZE,False,False,True,L,Y
96,2500000.0,24,72.0,194,3147.7700000000004,58.0,62.0,51.0,150.0,51.0,98.99,40.3,0.0,0.0,20.9,65.0,14.0,4176.0,Left Wing,AB,CAN,False,False,False,L,Y
97,386176.0,25,70.0,190,446.55,7.0,4.0,15.0,42.0,15.0,125.0,22.2,0.0,0.0,24.46,12.0,8.0,490.0,Center,MN,USA,False,False,False,R,Y
98,6000000.0,33,72.0,220,8332.029999999999,197.0,124.0,247.0,451.0,247.0,334.78999999999996,75.99,4.0,0.0,41.31,198.0,-74.0,14184.0,Right Wing,MN,USA,True,False,False,R,Y
99,2000000.0,30,72.0,196,8171.200000000001,113.0,92.0,207.0,516.0,207.0,350.24,75.91,2.0,10.0,835.2600000000001,299.0,-4.0,8136.0,Center,MB,CAN,False,False,False,L,Y
100,700000.0,33,74.0,189,4990.68,54.0,16.0,140.0,471.0,140.0,0.0,18.25,0.0,0.0,185.01,424.0,10.0,3996.0,Defenseman,BC,CAN,False,False,False,L,Y
101,700000.0,29,74.0,216,7328.66,98.0,66.0,79.0,349.0,79.0,350.90000000000003,68.25999999999999,0.0,3.0,796.12,241.0,-50.0,7252.0,Center,ON,CAN,False,False,False,L,Y
102,10000000.0,29,71.0,197,9053.039999999999,140.0,194.0,194.0,218.0,194.0,303.0,75.01,5.0,0.0,7.260000000000001,124.0,-92.0,9940.0,Left Wing,ON,CAN,False,False,False,L,Y
103,700000.0,28,71.0,189,6619.379999999999,79.0,59.0,50.0,396.0,50.0,173.81,40.34,1.0,5.0,708.8999999999999,229.0,-80.0,5609.0,Left Wing,0,DEU,False,False,False,L,Y
104,3875000.0,28,73.0,199,5363.89,87.0,23.0,213.0,504.0,213.0,100.0,21.38,1.0,0.0,151.08,240.0,-13.0,6351.0,Defenseman,ON,CAN,False,False,False,R,Y
105,5400000.0,26,76.0,221,11850.09,185.0,42.0,255.0,1162.0,255.0,100.0,28.900000000000002,4.0,0.0,1126.31,780.0,-145.0,14060.0,Defenseman,0,FIN,False,False,False,R,Y
106,5200000.0,25,74.0,193,7163.009999999999,146.0,109.0,80.0,172.0,80.0,209.46,64.31,0.0,0.0,14.910000000000002,187.0,-69.0,10804.0,Right Wing,BC,CAN,False,False,False,R,Y
107,313794.0,24,72.0,197,1355.43,20.0,14.0,18.0,71.0,18.0,183.32999999999998,32.49,0.0,0.0,30.55,44.0,6.0,1440.0,Left Wing,WI,USA,False,False,False,L,Y
108,2850000.0,26,71.0,182,1100.49,24.0,22.0,8.0,12.0,8.0,50.0,25.22,1.0,0.0,6.739999999999999,19.0,0.0,1704.0,Left Wing,0,SWE,False,False,False,L,Y
109,1200000.0,23,79.0,219,1283.3899999999999,11.0,10.0,32.0,107.0,32.0,60.0,11.93,0.0,0.0,1.52,18.0,-34.0,869.0,Right Wing,AZ,USA,False,False,False,R,Y
110,174986.0,27,70.0,176,2967.3,35.0,41.0,113.0,460.0,113.0,127.71000000000001,48.63,0.0,2.0,152.44,94.0,-18.0,2450.0,Center,ON,CAN,False,False,False,L,Y
111,670704.0,22,73.0,196,1514.8799999999999,22.0,17.0,14.0,43.0,14.0,133.42999999999998,33.08,0.0,0.0,0.6,26.0,-23.0,1606.0,Center,MN,USA,False,False,False,L,Y
112,925000.0,21,75.0,207,2872.71,71.0,13.0,72.0,169.0,72.0,0.0,9.48,0.0,0.0,18.03,117.0,-20.0,5325.0,Defenseman,0,SWE,False,False,False,L,Y
113,1112066.0,36,76.0,195,10178.11,226.0,168.0,287.0,355.0,287.0,357.92,82.82,1.0,5.0,343.22,226.0,-19.0,17176.0,Center,ON,CAN,False,False,False,L,Y
114,562542.0,36,75.0,206,8198.04,175.0,157.0,444.0,470.0,444.0,168.5,83.9,2.0,0.0,69.94,209.0,27.0,13125.0,Right Wing,ON,CAN,False,False,False,R,Y
115,562542.0,36,75.0,206,8198.04,175.0,157.0,444.0,470.0,444.0,168.5,83.9,2.0,0.0,69.94,209.0,27.0,13125.0,Right Wing,ON,CAN,False,False,False,R,Y
116,4200000.0,30,70.0,173,8710.16,178.0,161.0,212.0,560.0,212.0,261.5,91.47,2.0,0.0,9.39,163.0,21.0,12460.0,Left Wing,0,SVK,False,False,False,L,Y
117,215298.0,29,75.0,195,6551.34,49.0,12.0,195.0,330.0,195.0,0.0,27.009999999999998,1.0,1.0,435.9299999999999,437.0,-9.0,3675.0,Defenseman,OK,USA,False,False,False,L,Y
118,2400000.0,28,75.0,212,4294.04,56.0,55.0,96.0,476.0,96.0,143.10999999999999,46.08,0.0,9.0,392.58000000000004,135.0,-1.0,4200.0,Right Wing,0,FIN,False,False,False,R,Y
119,3250000.0,28,73.0,200,5586.27,125.0,50.0,154.0,397.0,154.0,292.08,42.82999999999999,1.0,1.0,601.8299999999999,215.0,35.0,9125.0,Center,QC,CAN,False,False,False,L,Y
120,672412.0,29,72.0,197,4411.73,91.0,28.0,71.0,245.0,71.0,0.0,23.470000000000002,2.0,0.0,24.45,255.0,-3.0,6552.0,Defenseman,0,SWE,False,False,False,L,Y
121,2400000.0,26,71.0,178,4454.5,53.0,54.0,84.0,383.0,84.0,159.12,34.260000000000005,0.0,3.0,488.18000000000006,125.0,0.0,3763.0,Left Wing,0,FIN,False,False,False,L,Y
122,3000000.0,33,76.0,199,7891.52,120.0,121.0,114.0,181.0,114.0,324.57,102.15,4.0,7.0,635.67,246.0,-25.0,9120.0,Center,0,RUS,False,False,False,L,Y
123,2534496.0,29,72.0,190,5008.75,93.0,74.0,135.0,275.0,135.0,194.92999999999998,65.88,2.0,1.0,22.18,107.0,-12.0,6696.0,Left Wing,IL,USA,False,False,False,L,Y
124,2800000.0,27,73.0,204,6647.85,128.0,61.0,86.0,185.0,86.0,291.22999999999996,64.98,1.0,8.0,698.4,236.0,-41.0,9344.0,Center,ON,CAN,False,False,False,L,Y
125,2800000.0,27,72.0,185,5222.73,83.0,59.0,68.0,148.0,68.0,145.66000000000003,53.85000000000001,0.0,2.0,662.0999999999999,148.0,6.0,5976.0,Right Wing,ON,CAN,False,False,False,R,Y
126,241360.0,25,73.0,204,1668.07,21.0,16.0,24.0,55.0,24.0,134.89,36.61,0.0,0.0,10.680000000000001,44.0,-14.0,1533.0,Center,ON,CAN,False,False,False,R,Y
127,4000000.0,24,73.0,197,2415.52,47.0,23.0,71.0,82.0,71.0,161.5,28.11,1.0,0.0,16.83,81.0,-35.0,3431.0,Center,MA,USA,False,False,False,R,Y
128,7000000.0,24,74.0,190,4656.49,90.0,29.0,88.0,195.0,88.0,0.0,20.34,1.0,1.0,67.91999999999999,261.0,-44.0,6660.0,Defenseman,QC,CAN,False,False,False,L,Y
129,164736.0,23,69.0,184,2840.33,27.0,4.0,30.0,42.0,30.0,0.0,7.0,0.0,0.0,100.02000000000001,226.0,27.0,1863.0,Defenseman,ON,CAN,False,False,False,L,Y
130,4500000.0,29,74.0,199,6081.09,62.0,13.0,109.0,536.0,109.0,0.0,18.86,0.0,0.0,722.06,542.0,-20.0,4588.0,Defenseman,0,RUS,False,False,False,R,Y
131,925000.0,22,73.0,201,53.45,0.0,0.0,0.0,3.0,0.0,61.22,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Center,MI,USA,False,False,True,L,Y
132,925000.0,21,76.0,211,2481.66,46.0,43.0,181.0,477.0,181.0,95.14,18.38,2.0,0.0,6.460000000000001,69.0,-24.0,3496.0,Left Wing,AZ,USA,False,False,False,L,Y
133,279102.0,20,74.0,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Center,NY,USA,False,False,True,R,Y
134,1110000.0,19,73.0,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Wing,0,DEU,False,False,True,L,Y
135,566182.0,25,74.0,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defenseman,0,RUS,False,False,True,R,Y
136,700000.0,42,76.0,220,9003.330000000002,302.0,89.0,259.0,262.0,259.0,372.17,89.88000000000001,1.0,0.0,63.87,182.0,28.0,22952.0,Center,ON,CAN,False,False,False,L,Y
137,1280178.0,33,72.0,211,9146.66,170.0,129.0,410.0,1281.0,410.0,339.19000000000005,85.96,2.0,0.0,456.73,351.0,13.0,12240.0,Left Wing,NY,USA,False,False,False,L,Y
138,12000000.0,30,73.0,215,10509.850000000002,287.0,233.0,246.0,285.0,246.0,368.59000000000003,94.44000000000001,11.0,3.0,233.94,223.0,9.0,20951.0,Center,ON,CAN,False,True,False,L,Y
139,2000000.0,29,76.0,210,1429.98,17.0,4.0,45.0,100.0,45.0,0.0,102.2,0.0,0.0,136.66,91.0,13.0,1292.0,Defenseman,MN,USA,False,False,False,R,Y
140,2500000.0,29,73.0,211,5242.76,81.0,71.0,173.0,411.0,173.0,205.52999999999997,61.739999999999995,0.0,7.0,726.91,168.0,53.0,5913.0,Left Wing,ON,CAN,True,False,False,R,Y
141,742264.0,27,73.0,194,7743.13,167.0,126.0,181.0,385.0,181.0,312.88,85.53999999999999,7.0,0.0,13.16,225.0,-72.0,12191.0,Center,WI,USA,False,False,False,L,Y
142,5000000.0,27,73.0,219,11197.87,216.0,54.0,127.0,445.0,127.0,0.0,31.060000000000002,4.0,1.0,711.76,702.0,-40.0,15768.0,Defenseman,BC,CAN,True,False,False,L,Y
