,sal_20_21,currentAge,height,weight,total_timeOnIce,total_assists,total_goals,total_pim,total_hits,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_overTimeGoals,total_shortHandedGoals,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,assist_height,name,birthStateProvince,birthCountry,alternateCaptain,captain,rookie,shootsCatches,rosterStatus
18,4750000.0,31,71.0,187,9335.749999999998,205.0,157.0,122.0,286.0,122.0,281.94,88.52,3.0,1.0,68.01,240.0,-36.0,14555.0,Right Wing,SK,CAN,False,False,False,R,Y
19,1500000.0,32,76.0,220,5131.13,45.0,45.0,589.0,2070.0,589.0,266.18,61.17,0.0,0.0,112.24999999999999,203.0,-9.0,3420.0,Left Wing,ON,CAN,False,False,False,L,Y
20,1135778.0,30,71.0,185,8026.919999999999,149.0,160.0,273.0,712.0,273.0,261.19,90.47999999999999,5.0,1.0,206.68,263.0,-2.0,10579.0,Right Wing,NY,USA,False,False,False,R,Y
21,493116.0,30,74.0,203,6060.5,93.0,79.0,252.0,721.0,252.0,263.63,81.26,1.0,1.0,176.23000000000002,237.0,21.0,6882.0,Right Wing,0,SVK,False,False,False,L,Y
22,4000000.0,30,71.0,195,6335.23,84.0,68.0,215.0,964.0,215.0,354.68,79.25,0.0,9.0,996.9399999999998,378.0,21.0,5964.0,Center,ON,CAN,False,False,False,L,Y
23,5200000.0,29,76.0,212,8839.27,145.0,150.0,205.0,432.0,205.0,326.07,90.94000000000001,6.0,1.0,451.90000000000003,339.0,9.0,11020.0,Center,MN,USA,False,False,False,L,Y
24,1200000.0,28,77.0,220,4196.68,40.0,14.0,219.0,344.0,219.0,0.0,42.53,0.0,1.0,438.51,408.0,12.0,3080.0,Defenseman,MO,USA,False,False,False,R,Y
25,2500000.0,26,75.0,205,4657.849999999999,49.0,12.0,78.0,419.0,78.0,0.0,16.88,0.0,0.0,467.53000000000003,425.0,27.0,3675.0,Defenseman,ON,CAN,False,False,False,L,Y
26,3340000.0,26,74.0,215,4847.42,77.0,31.0,55.0,380.0,55.0,0.0,29.86,2.0,0.0,258.12,385.0,27.0,5698.0,Defenseman,MB,CAN,False,False,False,R,Y
27,1000000.0,27,77.0,235,629.88,7.0,7.0,167.0,188.0,167.0,120.0,42.92,0.0,0.0,0.9,26.0,4.0,539.0,Left Wing,PE,CAN,False,False,False,L,Y
28,700000.0,25,75.0,200,1017.46,10.0,7.0,14.0,92.0,14.0,71.42,15.620000000000001,0.0,0.0,0.25,30.0,-5.0,750.0,Left Wing,ON,CAN,False,False,False,L,Y
29,4000000.0,24,72.0,187,4307.7300000000005,148.0,59.0,126.0,69.0,126.0,171.85999999999999,34.1,2.0,0.0,8.09,130.0,-1.0,10656.0,Center,BC,CAN,False,False,False,R,Y
30,2400000.0,24,71.0,182,4249.89,61.0,66.0,49.0,334.0,49.0,199.62,49.96,2.0,1.0,100.99,126.0,-7.0,4331.0,Left Wing,QC,CAN,False,False,False,L,Y
31,10570000.0,25,70.0,184,357.24,3.0,1.0,6.0,10.0,6.0,0.0,4.17,0.0,0.0,0.07,14.0,-5.0,210.0,Defenseman,0,SWE,False,False,True,L,Y
32,10000000.0,30,75.0,217,8197.189999999999,158.0,155.0,435.0,995.0,435.0,346.07,93.52000000000001,1.0,0.0,10.649999999999999,213.0,69.0,11850.0,Left Wing,MA,USA,True,False,False,L,Y
33,365000.0,31,73.0,210,2396.25,25.0,2.0,122.0,379.0,122.0,100.0,9.26,0.0,0.0,129.54,185.0,-7.0,1825.0,Defenseman,NY,USA,False,False,False,L,Y
34,585298.0,28,69.0,190,353.71999999999997,7.0,3.0,12.0,53.0,12.0,100.88,9.7,0.0,0.0,0.01,26.0,6.0,483.0,Center,MA,USA,False,False,False,R,Y
35,4000000.0,28,73.0,193,7808.300000000001,159.0,95.0,268.0,421.0,268.0,313.94,72.64,2.0,1.0,363.28,154.0,19.0,11607.0,Center,ON,CAN,False,False,False,R,Y
36,5150000.0,28,74.0,208,8908.66,194.0,169.0,147.0,678.0,147.0,346.95000000000005,92.11,5.0,7.0,596.45,303.0,-34.0,14356.0,Center,0,SWE,True,False,False,R,Y
37,850000.0,28,74.0,203,3369.3,47.0,26.0,252.0,442.0,252.0,280.5,34.29,0.0,2.0,369.85,193.0,-3.0,3478.0,Center,ON,CAN,False,False,False,L,Y
38,850000.0,28,74.0,203,3369.3,47.0,26.0,252.0,442.0,252.0,280.5,34.29,0.0,2.0,369.85,193.0,-3.0,3478.0,Center,ON,CAN,False,False,False,L,Y
39,10000000.0,27,75.0,209,10917.8,157.0,49.0,358.0,812.0,358.0,0.0,34.440000000000005,2.0,3.0,1322.76,946.0,25.0,11775.0,Defenseman,MI,USA,True,False,False,R,Y
40,3500000.0,26,75.0,197,3776.63,88.0,59.0,70.0,208.0,70.0,85.75,53.28999999999999,0.0,0.0,5.65,85.0,-5.0,6600.0,Right Wing,0,RUS,False,False,False,L,Y
41,13000000.0,29,71.0,170,7697.91,267.0,148.0,122.0,123.0,122.0,95.0,72.52999999999999,7.0,0.0,9.29,82.0,99.0,18957.0,Left Wing,0,RUS,True,False,False,R,Y
42,700000.0,28,74.0,190,1143.47,9.0,10.0,39.0,147.0,39.0,166.74,22.18,0.0,3.0,181.34,55.0,1.0,666.0,Center,MA,USA,False,False,False,L,Y
43,925000.0,23,71.0,181,1323.18,34.0,8.0,32.0,35.0,32.0,0.0,6.4,0.0,0.0,9.04,92.0,22.0,2414.0,Defenseman,NY,USA,False,False,False,R,Y
44,810200.0,21,77.0,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Defenseman,MN,USA,False,False,True,L,Y
45,688191.0,20,75.0,199,942.24,13.0,10.0,14.0,20.0,14.0,33.33,9.2,1.0,0.0,1.14,11.0,-26.0,975.0,Right Wing,0,FIN,False,False,False,L,Y
46,925000.0,19,74.0,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Wing,QC,CAN,False,False,True,L,Y
47,7200000.0,33,71.0,185,11249.55,358.0,166.0,245.0,454.0,245.0,398.40999999999997,75.62,9.0,3.0,545.64,196.0,25.0,25418.0,Center,ON,CAN,False,True,False,R,Y
48,1800000.0,34,74.0,205,10844.72,121.0,23.0,213.0,742.0,213.0,0.0,22.639999999999997,0.0,0.0,1177.4899999999998,933.0,30.0,8954.0,Defenseman,MN,USA,False,False,False,R,Y
49,6250000.0,31,74.0,214,10088.08,338.0,128.0,300.0,212.0,300.0,323.85,60.199999999999996,8.0,0.0,17.97,186.0,-9.0,25012.0,Right Wing,0,CZE,False,False,False,L,Y
50,5300000.0,30,70.0,180,9884.85,170.0,65.0,160.0,369.0,160.0,0.0,50.400000000000006,2.0,3.0,797.2099999999999,742.0,110.0,11900.0,Defenseman,ON,CAN,False,False,False,R,Y
51,7500000.0,29,77.0,216,7206.860000000001,155.0,115.0,134.0,342.0,134.0,267.89,77.55,3.0,10.0,579.9599999999999,159.0,22.0,11935.0,Center,MA,USA,False,False,False,L,Y
52,4750000.0,28,75.0,211,10369.97,221.0,139.0,231.0,382.0,231.0,369.25,79.29,4.0,3.0,1188.5500000000002,270.0,82.0,16575.0,Center,AZ,USA,False,False,False,L,Y
53,2300000.0,27,73.0,190,3988.3100000000004,62.0,44.0,172.0,528.0,172.0,306.18,48.25,0.0,1.0,431.65000000000003,139.0,-11.0,4526.0,Center,ON,CAN,False,False,False,L,Y
54,3250000.0,28,71.0,180,6774.38,148.0,51.0,123.0,183.0,123.0,100.0,32.4,6.0,0.0,26.28,409.0,-29.0,10508.0,Defenseman,FL,USA,False,False,False,L,Y
55,1500000.0,26,74.0,204,3444.07,31.0,11.0,125.0,636.0,125.0,0.0,17.08,0.0,0.0,312.93,340.0,16.0,2294.0,Defenseman,0,SWE,False,False,False,L,Y
56,3250000.0,25,75.0,181,3757.21,51.0,19.0,74.0,113.0,74.0,0.0,17.52,1.0,0.0,192.92000000000002,247.0,-6.0,3825.0,Defenseman,MB,CAN,False,False,False,L,Y
57,2400000.0,24,73.0,191,1976.58,27.0,30.0,32.0,126.0,32.0,70.62,31.35,0.0,0.0,109.64,81.0,-1.0,1971.0,Left Wing,0,SWE,False,False,False,L,Y
58,5000000.0,24,70.0,175,4553.719999999999,102.0,83.0,163.0,317.0,163.0,114.12,52.019999999999996,3.0,0.0,3.6799999999999997,154.0,10.0,7140.0,Right Wing,ON,CAN,False,False,False,R,Y
59,4750000.0,24,73.0,201,7555.639999999999,90.0,43.0,110.0,466.0,110.0,0.0,25.63,1.0,0.0,871.0,595.0,5.0,6570.0,Defenseman,0,RUS,False,False,False,L,Y
