,birthDate,currentAge,height,weight,sal_14_15,sal_15_16,sal_16_17,sal_17_18,sal_18_19,sal_19_20,sal_20_21,total_timeOnIce,total_assists,total_goals,total_pim,total_shots,total_games,total_hits,total_powerPlayGoals,total_powerPlayPoints,total_powerPlayTimeOnIce,total_evenTimeOnIce,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_gameWinningGoals,total_overTimeGoals,total_shortHandedGoals,total_shortHandedPoints,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,total_points,total_shifts,total_timeOnIcePerGame,total_evenTimeOnIcePerGame,total_shortHandedTimeOnIcePerGame,total_powerPlayTimeOnIcePerGame
82,1985,35,73.0,195,8750000.0,8750000.0,8750000.0,8750000.0,6875000.0,4375000.0,4375000.0,9614.65,237,199,244,1693,510,377,61,135,1442.1599999999999,7195.8099999999995,244,407.81,84.78,38,3,10,23,973.48,368,131,436,12569,130.38,97.53,11.54,18.03
83,1986,35,72.0,188,0.0,7250000.0,7250000.0,7500000.0,7500000.0,7000000.0,7000000.0,8900.66,261,116,165,881,487,289,32,102,1184.31,7456.24,165,356.62999999999994,92.07000000000001,22,3,1,4,256.90999999999997,284,69,377,10499,126.51999999999998,105.8,2.56,15.68
84,1988,33,69.0,181,0.0,0.0,5000000.0,8000000.0,8000000.0,7500000.0,5000000.0,9847.28,290,223,571,1403,533,399,41,121,1162.78,7785.32,571,264.74,111.52999999999999,46,15,19,33,896.3800000000001,184,145,513,12445,127.78,100.52999999999999,10.26,14.120000000000001
85,1989,31,72.0,206,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,8199.58,138,144,214,1439,545,505,34,56,1158.13,7031.930000000001,214,273.71999999999997,69.54,21,2,0,0,6.720000000000001,159,87,282,11015,103.81,89.21000000000001,0.02,14.1
86,1992,29,75.0,213,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,8802.72,170,101,183,971,533,713,11,33,954.0100000000001,7544.22,183,324.46000000000004,72.52000000000001,21,0,4,5,302.49,366,36,271,11061,114.22,98.26,3.21,11.1
87,1991,30,72.0,197,0.0,0.0,0.0,0.0,0.0,0.0,1525000.0,3778.85,23,35,171,408,317,921,1,3,41.58,3262.66,171,296.01,46.39,2,0,3,3,473.01000000000005,172,-17,58,5312,65.46000000000001,56.56,6.510000000000001,0.34
88,1991,29,73.0,206,0.0,0.0,0.0,0.0,0.0,0.0,1568970.0,8835.4,265,153,254,1555,456,403,39,117,1358.33,7388.82,254,304.58,67.81,22,7,1,2,86.64999999999999,261,-35,418,10734,135.03,112.43,0.7400000000000001,19.38
89,1991,29,73.0,206,0.0,0.0,0.0,0.0,0.0,0.0,1568970.0,8835.4,265,153,254,1555,456,403,39,117,1358.33,7388.82,254,304.58,67.81,22,7,1,2,86.64999999999999,261,-35,418,10734,135.03,112.43,0.7400000000000001,19.38
90,1992,29,78.0,205,0.0,0.0,0.0,0.0,0.0,342433.0,422380.0,1083.63,8,1,110,38,73,155,0,0,2.7699999999999996,966.7,110,0.0,5.0,0,0,0,1,112.95999999999998,92,-13,9,1424,56.88,50.8,5.15,0.09
91,1987,33,74.0,210,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,5959.98,55,12,261,287,324,712,0,1,15.48,5219.26,261,0.0,23.34,3,0,0,3,722.44,534,80,67,7943,108.49999999999999,94.74000000000001,11.96,0.15
92,1993,28,74.0,213,0.0,0.0,0.0,0.0,1300000.0,1475000.0,1050000.0,2886.36,39,20,114,374,223,426,0,1,10.819999999999999,2580.95,114,182.39999999999998,16.75,4,1,0,2,293.39,89,-2,59,3977,47.89,43.650000000000006,3.72,0.09
93,1995,26,71.0,195,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,783.28,1,2,27,42,50,130,0,0,2.9,753.4100000000001,27,0.0,10.0,0,0,0,0,26.17,46,9,3,1064,31.67,30.53,0.65,0.06
94,1995,26,72.0,193,0.0,0.0,0.0,0.0,0.0,0.0,179322.0,3349.08,41,20,68,294,284,551,1,2,81.75,3018.07,68,296.28999999999996,36.34,1,0,1,5,246.06,155,-20,61,4787,60.6,55.64,3.41,0.7
95,1997,24,72.0,195,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,21.52,0,0,0,1,2,3,0,0,0.0,21.48,0,0.0,0.0,0,0,0,0,0.04,0,0,0,42,10.56,10.54,0.02,0.0
96,1996,24,72.0,194,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,3147.7700000000004,58,62,51,460,203,150,17,30,473.58,2652.49,51,98.99,40.3,14,0,0,0,20.9,65,14,120,3820,46.34,38.739999999999995,0.17,6.2
97,1995,25,70.0,190,0.0,0.0,0.0,0.0,0.0,0.0,386176.0,446.55,7,4,15,60,36,42,1,1,2.21,419.48,15,125.0,22.2,1,0,0,0,24.46,12,8,11,601,24.39,22.700000000000003,0.8300000000000001,0.05
98,1988,33,72.0,220,0.0,0.0,8000000.0,8000000.0,6000000.0,6000000.0,6000000.0,8332.029999999999,197,124,247,1138,481,451,39,112,1391.3000000000002,6897.02,247,334.78999999999996,75.99,18,4,0,0,41.31,198,-74,321,9846,119.27000000000001,98.97,0.32,17.9
99,1991,30,72.0,196,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,8171.200000000001,113,92,207,805,508,516,8,21,593.87,6739.2699999999995,207,350.24,75.91,16,2,10,14,835.2600000000001,299,-4,205,11051,110.88,90.77,9.74,7.109999999999999
100,1987,33,74.0,189,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,4990.68,54,16,140,511,321,471,2,9,201.54000000000002,4601.33,140,0.0,18.25,2,0,0,2,185.01,424,10,70,6680,104.91000000000001,95.94999999999999,3.4399999999999995,4.26
101,1991,29,74.0,216,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,7328.66,98,66,79,708,511,349,12,25,501.38000000000005,6029.5599999999995,79,350.90000000000003,68.25999999999999,7,0,3,6,796.12,241,-50,164,10519,98.49,81.13999999999999,8.940000000000001,6.74
102,1992,29,71.0,197,0.0,0.0,0.0,0.0,0.0,10000000.0,10000000.0,9053.039999999999,140,194,194,1776,532,218,38,77,1290.86,7752.12,194,303.0,75.01,29,5,0,0,7.260000000000001,124,-92,334,11314,117.75999999999999,100.62999999999998,0.03,16.21
103,1993,28,71.0,189,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,6619.379999999999,79,59,50,816,434,396,6,21,429.58,5478.1,50,173.81,40.34,3,1,5,8,708.8999999999999,229,-80,138,9204,88.71,73.56000000000002,8.59,4.89
104,1992,28,73.0,199,0.0,0.0,0.0,0.0,3875000.0,3875000.0,3875000.0,5363.89,87,23,213,531,301,504,7,40,575.99,4635.219999999999,213,100.0,21.38,3,1,0,1,151.08,240,-13,110,6789,86.61,75.05999999999999,1.2899999999999998,8.21
105,1994,26,76.0,221,0.0,0.0,5310000.0,5400000.0,5400000.0,5400000.0,5400000.0,11850.09,185,42,255,1053,493,1162,13,104,1382.9999999999998,9337.980000000001,255,100.0,28.900000000000002,6,4,0,2,1126.31,780,-145,227,13692,164.01,130.14000000000001,14.07,18.16
106,1995,25,74.0,193,0.0,0.0,0.0,0.0,0.0,0.0,5200000.0,7163.009999999999,146,109,80,858,400,172,36,75,1235.21,5910.889999999999,80,209.46,64.31,14,0,0,0,14.910000000000002,187,-69,255,8354,99.84,83.74,0.1,14.729999999999999
107,1996,24,72.0,197,0.0,0.0,0.0,0.0,0.0,0.0,313794.0,1355.43,20,14,18,114,108,71,3,4,65.09,1258.99,18,183.32999999999998,32.49,0,0,0,0,30.55,44,6,34,1754,36.22,33.790000000000006,0.33999999999999997,1.2899999999999998
108,1995,26,71.0,182,0.0,0.0,0.0,0.0,0.0,0.0,2850000.0,1100.49,24,22,8,148,60,12,13,19,190.38,902.57,8,50.0,25.22,4,1,0,0,6.739999999999999,19,0,46,1288,36.24,30.61,0.1,4.71
109,1997,23,79.0,219,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1283.3899999999999,11,10,32,163,107,107,1,2,101.48,1179.99,32,60.0,11.93,0,0,0,0,1.52,18,-34,21,1682,30.21,28.21,0.01,1.57
110,1994,27,70.0,176,0.0,0.0,0.0,0.0,0.0,0.0,174986.0,2967.3,35,41,113,349,222,460,6,9,193.76000000000002,2621.1,113,127.71000000000001,48.63,5,0,2,4,152.44,94,-18,76,3970,52.2,46.25,1.62,2.3099999999999996
111,1998,22,73.0,196,0.0,0.0,0.0,0.0,0.0,0.0,670704.0,1514.8799999999999,22,17,14,161,114,43,5,13,203.07,1310.4099999999999,14,133.42999999999998,33.08,2,0,0,0,0.6,26,-23,39,1988,39.730000000000004,33.5,0.0,5.0
112,2000,21,75.0,207,0.0,0.0,0.0,0.0,925000.0,925000.0,925000.0,2872.71,71,13,72,267,141,169,7,39,431.59000000000003,2421.89,72,0.0,9.48,5,0,0,0,18.03,117,-20,84,3122,40.260000000000005,33.58,0.14,5.72
113,1984,36,76.0,195,0.0,0.0,0.0,0.0,0.0,3500000.0,1112066.0,10178.11,226,168,287,1453,550,355,36,98,1456.6399999999999,8374.65,287,357.92,82.82,27,1,5,10,343.22,226,-19,394,12649,127.99,105.45,3.3400000000000003,17.11
114,1985,36,75.0,206,0.0,0.0,0.0,0.0,0.0,0.0,562542.0,8198.04,175,157,444,1207,471,470,36,91,1309.1999999999998,6815.7,444,168.5,83.9,23,2,0,0,69.94,209,27,332,10117,117.56,98.21000000000001,0.51,16.77
115,1985,36,75.0,206,0.0,0.0,0.0,0.0,0.0,0.0,562542.0,8198.04,175,157,444,1207,471,470,36,91,1309.1999999999998,6815.7,444,168.5,83.9,23,2,0,0,69.94,209,27,332,10117,117.56,98.21000000000001,0.51,16.77
116,1990,30,70.0,173,0.0,0.0,0.0,1074610.0,5500000.0,5500000.0,4200000.0,8710.16,178,161,212,1231,548,560,44,83,1267.46,7430.51,212,261.5,91.47,27,2,0,0,9.39,163,21,339,11810,110.26999999999998,93.66999999999999,0.05,15.28
117,1992,29,75.0,195,0.0,0.0,0.0,0.0,0.0,0.0,215298.0,6551.34,49,12,195,309,356,330,2,7,185.64000000000004,5927.369999999999,195,0.0,27.009999999999998,4,1,1,3,435.9299999999999,437,-9,61,8404,125.97999999999999,114.24999999999999,6.890000000000001,2.3700000000000006
118,1993,28,75.0,212,0.0,0.0,0.0,0.0,0.0,2800000.0,2400000.0,4294.04,56,55,96,580,295,476,5,16,405.98,3493.0800000000004,96,143.10999999999999,46.08,8,0,9,13,392.58000000000004,135,-1,111,5919,86.6,73.07,5.49,5.58
119,1993,28,73.0,200,0.0,0.0,0.0,0.0,3000000.0,3000000.0,3250000.0,5586.27,125,50,154,564,339,397,1,12,260.65,4721.79,154,292.08,42.82999999999999,8,1,1,4,601.8299999999999,215,35,175,7796,89.4,75.62,7.569999999999999,4.16
120,1992,29,72.0,197,0.0,0.0,0.0,0.0,0.0,0.0,672412.0,4411.73,91,28,71,392,221,245,6,32,534.71,3850.5699999999997,71,0.0,23.470000000000002,3,2,0,0,24.45,255,-3,119,5257,76.16,67.03,0.21000000000000002,8.08
121,1995,26,71.0,178,0.0,0.0,0.0,0.0,0.0,2400000.0,2400000.0,4454.5,53,54,84,638,291,383,5,8,251.56,3713.56,84,159.12,34.260000000000005,11,0,3,3,488.18000000000006,125,0,107,6242,60.379999999999995,50.23,5.98,2.5300000000000002
122,1988,33,76.0,199,0.0,0.0,5750000.0,5000000.0,5000000.0,4000000.0,3000000.0,7891.52,120,121,114,835,473,181,29,50,955.61,6297.84,114,324.57,102.15,23,4,7,11,635.67,246,-25,241,10239,114.29,91.24000000000001,8.24,12.76
123,1992,29,72.0,190,0.0,0.0,0.0,0.0,0.0,3250000.0,2534496.0,5008.75,93,74,135,539,332,275,14,31,557.78,4427.99,135,194.92999999999998,65.88,9,2,1,1,22.18,107,-12,167,6392,71.56,63.66,0.18000000000000002,6.879999999999999
124,1994,27,73.0,204,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,6647.85,128,61,86,570,436,185,7,25,355.04,5592.009999999999,86,291.22999999999996,64.98,10,1,8,12,698.4,236,-41,189,9386,89.32000000000001,75.0,7.790000000000001,3.3000000000000003
125,1994,27,72.0,185,0.0,0.0,0.0,0.0,0.0,0.0,2800000.0,5222.73,83,59,68,527,324,148,7,17,358.8,4201.030000000001,68,145.66000000000003,53.85000000000001,7,0,2,8,662.0999999999999,148,6,142,7425,79.23,62.47,7.290000000000001,7.029999999999999
126,1996,25,73.0,204,0.0,0.0,0.0,0.0,0.0,700000.0,241360.0,1668.07,21,16,24,164,148,55,1,6,153.95,1502.2399999999998,24,134.89,36.61,0,0,0,0,10.680000000000001,44,-14,37,2283,32.309999999999995,28.879999999999995,0.09999999999999999,2.11
127,1997,24,73.0,197,0.0,0.0,0.0,0.0,0.0,4000000.0,4000000.0,2415.52,47,23,71,231,155,82,6,12,299.39,2097.7,71,161.5,28.11,3,1,0,0,16.83,81,-35,70,3212,58.15,51.209999999999994,0.15,5.96
128,1997,24,74.0,190,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,4656.49,90,29,88,466,205,195,1,35,554.7099999999999,4032.26,88,0.0,20.34,2,1,1,1,67.91999999999999,261,-44,119,5325,74.56,65.11999999999999,0.58,7.23
129,1998,23,69.0,184,0.0,0.0,0.0,0.0,0.0,0.0,164736.0,2840.33,27,4,30,165,171,42,0,5,93.8,2645.31,30,0.0,7.0,1,0,0,0,100.02000000000001,226,27,31,3769,48.400000000000006,45.55,0.9700000000000001,1.45
130,1991,29,74.0,199,0.0,0.0,0.0,4500000.0,4500000.0,4500000.0,4500000.0,6081.09,62,13,109,295,281,536,1,12,191.10999999999999,5166.719999999999,109,0.0,18.86,1,0,0,1,722.06,542,-20,75,7855,86.51,73.52,9.09,2.2600000000000002
131,1999,22,73.0,201,0.0,0.0,0.0,0.0,0.0,271540.0,925000.0,53.45,0,0,0,9,3,3,0,0,8.24,45.21,0,61.22,0.0,0,0,0,0,0.0,2,2,0,69,17.55,15.07,0.0,2.48
132,1999,21,76.0,211,0.0,0.0,0.0,0.0,925000.0,925000.0,925000.0,2481.66,46,43,181,473,142,477,6,18,365.96000000000004,2108.44,181,95.14,18.38,6,2,0,0,6.460000000000001,69,-24,89,3220,34.57,29.009999999999998,0.04,4.6899999999999995
133,2000,20,74.0,192,0.0,0.0,0.0,0.0,0.0,0.0,279102.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
134,2002,19,73.0,187,0.0,0.0,0.0,0.0,0.0,0.0,1110000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
135,1995,25,74.0,203,0.0,0.0,0.0,0.0,0.0,0.0,566182.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
136,1979,42,76.0,220,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,9003.330000000002,302,89,259,696,511,262,28,130,1560.07,7376.19,259,372.17,89.88000000000001,15,1,0,1,63.87,182,28,391,11891,121.86,98.96,0.4600000000000001,19.98
137,1987,33,72.0,211,0.0,5500000.0,5500000.0,5500000.0,5500000.0,5500000.0,1280178.0,9146.66,170,129,410,1036,512,1281,31,78,1159.85,7526.88,410,339.19000000000005,85.96,19,2,0,1,456.73,351,13,299,11546,123.32999999999998,101.69000000000001,4.93,14.239999999999998
138,1990,30,73.0,215,0.0,0.0,0.0,0.0,15900000.0,15900000.0,12000000.0,10509.850000000002,287,233,246,1716,523,285,64,163,1697.5800000000002,8575.529999999999,246,368.59000000000003,94.44000000000001,35,11,3,6,233.94,223,9,520,12071,139.29999999999998,113.37,2.15,22.11
139,1992,29,76.0,210,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1429.98,17,4,45,97,81,100,0,0,2.75,1289.77,45,0.0,102.2,1,0,0,0,136.66,91,13,21,1847,47.790000000000006,44.6,2.74,0.04
140,1992,29,73.0,211,0.0,0.0,0.0,2000000.0,2000000.0,2500000.0,2500000.0,5242.76,81,71,173,591,302,411,3,6,103.59,4409.860000000001,173,205.52999999999997,61.739999999999995,10,0,7,8,726.91,168,53,152,7176,85.24,71.75999999999999,9.91,1.55
141,1994,27,73.0,194,0.0,0.0,0.0,0.0,0.0,0.0,742264.0,7743.13,167,126,181,1036,501,385,41,105,1223.45,6503.720000000001,181,312.88,85.53999999999999,19,7,0,0,13.16,225,-72,293,10269,105.93,88.9,0.09,15.680000000000001
142,1994,27,73.0,219,0.0,0.0,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,11197.87,216,54,127,1110,517,445,9,87,1050.6299999999999,9433.08,127,0.0,31.060000000000002,8,4,1,1,711.76,702,-40,270,14533,151.35,126.85999999999999,8.66,12.55
143,1993,28,74.0,206,0.0,0.0,0.0,0.0,0.0,0.0,212940.0,6797.56,71,15,125,565,341,234,3,28,511.20000000000005,5831.25,125,0.0,12.7,3,1,0,2,453.11,452,-70,86,8530,98.41,84.0,5.62,6.34
144,1994,26,70.0,185,0.0,0.0,0.0,0.0,0.0,5000000.0,3600000.0,3182.04,70,43,98,285,222,112,10,36,438.94,2720.0299999999997,98,145.01999999999998,46.59,2,0,0,0,21.87,105,-18,113,4143,42.24,36.15,0.19,5.470000000000001
145,1996,25,72.0,196,0.0,0.0,0.0,0.0,8774193.0,9000000.0,6000000.0,5100.15,135,86,74,759,307,76,25,64,711.4000000000001,4381.849999999999,74,245.84,56.629999999999995,18,3,0,0,4.9,67,12,221,6745,82.03,69.66,0.03,10.68
146,1996,25,73.0,185,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,4240.76,71,52,114,593,310,282,5,14,324.76,3749.4399999999996,114,204.87,39.019999999999996,11,2,4,5,163.76000000000002,135,9,123,6220,66.29,58.94,1.7400000000000002,3.9400000000000004
147,1996,25,77.0,214,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,572.49,7,8,6,72,48,29,0,0,0.16,510.11,6,39.04,11.1,3,0,1,2,62.22,10,4,15,805,11.56,10.37,1.17,0.0
148,1997,24,72.0,175,0.0,0.0,0.0,0.0,0.0,16000000.0,15000000.0,5534.39,208,83,102,757,300,125,21,93,764.97,4514.27,102,181.01,43.699999999999996,14,1,1,4,253.95,144,27,291,7030,73.53,59.85,3.41,9.809999999999999
149,1997,23,75.0,220,0.0,0.0,0.0,0.0,0.0,15910000.0,15910000.0,5297.98,127,158,46,1007,282,105,37,79,732.15,4558.09,46,208.45999999999998,63.459999999999994,23,5,0,0,6.94,242,37,285,6606,74.35,63.67,0.05,9.799999999999999
150,1994,26,75.0,195,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,607.28,15,8,4,98,39,26,0,0,3.03,529.22,4,75.0,8.2,1,0,1,1,75.03,13,7,23,852,15.34,13.34,1.55,0.04
151,1990,31,74.0,203,0.0,0.0,0.0,0.0,0.0,3650000.0,3900000.0,11031.82,193,42,197,783,532,528,7,75,1177.2500000000002,9690.659999999998,197,100.0,36.39,7,4,1,2,160.71,529,-13,235,13749,143.13,125.85999999999997,1.2,13.98
152,1991,30,74.0,209,0.0,0.0,0.0,0.0,0.0,0.0,24136.0,599.5999999999999,7,6,14,50,51,55,1,1,22.949999999999996,511.29999999999995,14,184.01000000000002,29.43,1,0,1,1,64.15,13,-9,13,867,47.14,40.849999999999994,4.68,0.8
153,1992,28,74.0,218,0.0,0.0,0.0,4600000.0,2612880.0,5850000.0,4250000.0,8082.45,152,135,269,1069,537,783,35,67,1002.55,7031.249999999999,269,221.9,87.54999999999998,19,2,1,1,45.85,153,47,287,10486,104.34999999999998,89.68,0.33000000000000007,11.860000000000001
154,1992,29,77.0,218,0.0,0.0,0.0,0.0,0.0,0.0,168116.0,90.36,0,1,2,4,5,15,0,0,1.52,82.11,2,0.0,25.0,0,0,0,0,6.33,7,1,1,123,18.07,16.26,1.18,0.22
155,1991,29,73.0,191,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,6165.889999999999,92,55,116,434,422,705,0,1,46.59,5345.82,116,181.74,76.13,6,0,2,4,770.6800000000001,278,12,147,8860,96.99,84.25,10.96,0.52
156,1992,29,71.0,188,0.0,0.0,0.0,0.0,0.0,0.0,211190.0,611.6099999999999,4,6,78,89,71,136,0,0,1.44,594.4200000000001,78,156.66,22.83,0,0,0,0,14.149999999999999,26,-18,10,882,32.23,31.75,0.39,0.04
157,1993,28,70.0,183,0.0,0.0,3750000.0,4500000.0,5250000.0,1157266.0,3500000.0,8004.719999999999,172,112,274,1117,427,779,25,74,1066.4,6398.71,274,354.0400000000001,70.33,14,2,7,9,538.0100000000001,256,-26,284,9900,127.50999999999999,102.39,7.41,14.829999999999998
158,1993,28,78.0,229,0.0,5500000.0,5500000.0,5750000.0,5750000.0,6000000.0,6000000.0,10445.899999999998,192,91,341,1413,510,620,24,82,1204.0900000000001,8833.29,341,33.33,45.09,20,5,0,2,405.72,540,48,283,13224,143.01,119.56999999999998,4.93,15.24
159,1994,27,75.0,210,0.0,0.0,0.0,0.0,5700000.0,969896.0,4200000.0,6287.45,88,25,174,551,314,566,0,13,236.47,5537.719999999999,174,100.0,18.7,3,1,1,4,509.65999999999997,414,-29,113,8236,97.27,84.66000000000001,8.23,2.73
160,1994,26,71.0,191,0.0,0.0,0.0,0.0,0.0,6250000.0,4250000.0,7147.04,198,91,72,909,428,142,24,90,994.98,5893.999999999999,72,307.47,57.7,11,2,2,10,256.06,153,54,289,9307,111.05,92.86,2.46,13.26
161,1992,28,72.0,196,0.0,0.0,0.0,0.0,0.0,1850000.0,2150000.0,5359.21,60,43,163,528,374,515,1,3,79.16,4553.259999999999,163,330.87,38.480000000000004,11,0,3,9,725.19,221,-45,103,7713,81.36000000000001,69.77000000000001,8.959999999999999,0.6
162,1994,27,72.0,187,0.0,0.0,0.0,0.0,0.0,1900000.0,2300000.0,4148.14,50,43,75,474,308,473,2,3,57.32,3595.3300000000004,75,152.02,47.150000000000006,3,0,4,5,494.28999999999996,111,-31,93,6001,64.28999999999999,55.99,6.17,0.5
163,1994,27,75.0,207,0.0,0.0,0.0,0.0,5500000.0,5500000.0,3900000.0,8576.2,122,29,58,628,377,236,6,20,389.53999999999996,7176.19,58,0.0,22.200000000000003,5,2,2,8,1008.0699999999999,674,55,151,10001,112.46,94.19000000000001,12.780000000000001,3.44
164,1993,27,72.0,204,0.0,0.0,0.0,0.0,0.0,1650000.0,1194832.0,4609.08,38,47,345,439,377,966,0,1,27.17,3973.65,345,349.1,62.81999999999999,7,0,6,7,605.06,281,-2,85,6445,86.58,76.00999999999999,8.65,0.25
165,1993,28,71.0,185,0.0,0.0,0.0,0.0,0.0,0.0,24136.0,2270.3999999999996,20,4,33,168,141,100,0,0,13.409999999999998,2169.34,33,0.0,5.699999999999999,1,0,0,1,86.85,183,2,24,2796,47.989999999999995,45.71,1.71,0.14
166,1996,25,74.0,198,0.0,0.0,0.0,0.0,0.0,0.0,2150000.0,1917.67,23,25,54,241,147,195,0,0,10.81,1728.16,54,94.97,52.86,4,0,3,3,177.5,37,-5,48,2767,37.26,32.91,4.25,0.09
167,1997,23,72.0,176,0.0,0.0,0.0,0.0,0.0,12000000.0,10570000.0,5746.389999999999,142,121,102,863,310,236,25,74,829.37,4681.32,102,188.49,56.46,20,4,9,12,233.7,85,38,263,7151,73.36,59.809999999999995,2.69,10.03
168,1996,25,76.0,206,0.0,0.0,0.0,0.0,0.0,0.0,482720.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
169,2000,21,74.0,195,0.0,0.0,0.0,0.0,1110000.0,832500.0,832500.0,2339.13,54,44,116,372,150,239,6,25,357.64,1978.56,116,14.28,23.68,8,2,0,0,2.13,53,9,98,3110,30.82,25.88,0.0,4.109999999999999
170,1996,25,76.0,215,0.0,0.0,0.0,9000000.0,7000000.0,9000000.0,6000000.0,10311.31,141,71,275,1093,458,501,23,57,1047.55,8606.349999999999,275,0.0,38.83,16,4,1,2,655.0100000000001,494,29,212,12144,133.33999999999997,111.58000000000001,7.5,12.190000000000001
171,1987,34,71.0,189,0.0,0.0,0.0,0.0,5300000.0,5300000.0,5300000.0,8016.609999999998,163,154,250,1560,483,945,56,105,1500.08,6503.02,250,250.14999999999998,69.19,24,1,0,0,10.31,322,52,317,10537,114.0,91.97,0.06,20.69
172,1990,31,72.0,208,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,8350.439999999999,91,24,581,808,457,1561,1,5,82.88000000000001,7279.01,581,0.0,20.99,4,1,0,1,985.35,813,23,115,10676,125.75,110.07999999999998,12.13,0.7000000000000001
173,1993,28,73.0,202,0.0,0.0,4000000.0,6200000.0,6200000.0,6200000.0,5300000.0,8752.7,272,134,233,1119,488,361,32,119,1409.16,7264.080000000001,233,303.98,81.94,17,2,1,1,77.05999999999999,203,9,406,10717,123.55000000000001,102.94999999999999,0.6,18.33
174,1992,29,69.0,163,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,969.45,31,13,12,158,66,12,5,15,164.1,805.25,12,33.33,8.2,2,0,0,0,0.1,7,-15,44,1173,14.41,12.12,0.0,2.29
175,1994,27,72.0,200,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2917.06,28,13,133,217,172,315,0,1,55.57,2678.55,133,100.0,17.61,3,0,0,0,180.94,244,8,41,3819,68.24000000000001,62.53,2.81,2.06
176,1995,25,74.0,180,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,486.48,4,9,8,57,52,29,1,1,12.43,472.46,8,45.16,15.8,1,0,0,0,1.19,8,-9,13,692,9.21,9.05,0.01,0.14
177,1995,25,75.0,215,0.0,925000.0,4500000.0,5250000.0,6250000.0,6900000.0,4750000.0,9528.24,252,155,84,1157,479,212,43,111,1448.0,7460.64,84,352.15,92.50999999999999,27,4,6,9,616.4,294,32,407,11633,137.08,106.54,7.52,19.34
178,1996,25,73.0,195,0.0,0.0,0.0,0.0,0.0,2550000.0,571558.0,5169.9400000000005,65,63,300,613,364,599,12,22,507.67999999999995,4492.32,300,270.5,52.00999999999999,5,0,0,1,167.54,152,-53,128,6918,85.38,75.48,1.6500000000000001,6.199999999999999
179,1996,25,73.0,195,0.0,0.0,0.0,0.0,0.0,2550000.0,571558.0,5169.9400000000005,65,63,300,613,364,599,12,22,507.67999999999995,4492.32,300,270.5,52.00999999999999,5,0,0,1,167.54,152,-53,128,6918,85.38,75.48,1.6500000000000001,6.199999999999999
180,1994,27,72.0,194,0.0,0.0,0.0,0.0,0.0,0.0,929320.0,4999.54,67,24,140,477,243,276,6,21,414.5,4281.71,140,0.0,19.849999999999998,7,0,1,2,302.13,281,20,91,5816,79.05000000000001,68.1,3.7699999999999996,5.54
181,1996,25,74.0,191,0.0,0.0,0.0,0.0,0.0,0.0,725000.0,437.16,6,0,6,39,40,45,0,0,3.02,365.11,6,42.77,0.0,0,0,0,1,69.03,21,-7,6,665,10.55,9.07,1.43,0.04
182,1994,27,71.0,197,0.0,0.0,0.0,0.0,0.0,2500000.0,2500000.0,3723.94,47,65,130,657,274,404,8,15,348.05,3283.78,130,150.67000000000002,47.86,7,1,2,2,90.11,171,-21,112,5108,64.7,57.63,1.19,4.640000000000001
183,1997,24,74.0,201,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,805.69,6,2,10,55,44,118,0,0,8.57,698.3499999999999,10,0.0,7.58,0,0,0,0,98.37,73,6,8,1145,36.31,30.990000000000002,4.27,0.22
