,birthDate,currentAge,height,weight,sal_14_15,sal_15_16,sal_16_17,sal_17_18,sal_18_19,sal_19_20,sal_20_21,total_timeOnIce,total_assists,total_goals,total_pim,total_shots,total_games,total_hits,total_powerPlayGoals,total_powerPlayPoints,total_powerPlayTimeOnIce,total_evenTimeOnIce,total_penaltyMinutes,total_faceOffPct,total_shotPct,total_gameWinningGoals,total_overTimeGoals,total_shortHandedGoals,total_shortHandedPoints,total_shortHandedTimeOnIce,total_blocked,total_plusMinus,total_points,total_shifts,total_timeOnIcePerGame,total_evenTimeOnIcePerGame,total_shortHandedTimeOnIcePerGame,total_powerPlayTimeOnIcePerGame
286,1993,27,69.0,165,0.0,0.0,6750000.0,6750000.0,6750000.0,6750000.0,6750000.0,8852.62,294,151,100,1248,464,78,33,127,1499.72,7336.99,100,155.82999999999998,171.93999999999997,27,7,0,0,12.709999999999997,92,19,445,10745,128.14,106.67999999999999,0.07,19.32
287,1993,28,74.0,192,0.0,0.0,0.0,0.0,0.0,0.0,875000.0,2223.77,34,31,56,306,169,85,5,16,325.16,1893.34,56,262.06,90.77999999999999,3,0,0,0,2.47,43,8,65,3098,80.78,69.45,0.04,9.24
288,1991,29,78.0,232,0.0,0.0,0.0,0.0,0.0,0.0,265496.0,114.06,1,2,13,15,12,34,0,0,0.04,111.27,13,0.0,36.7,1,0,0,0,2.35,6,2,3,176,27.06,26.33,0.31,0.01
289,1994,26,73.0,195,0.0,0.0,0.0,0.0,4850000.0,5850000.0,3850000.0,9419.15,200,120,118,1071,525,641,35,103,1388.59,7425.720000000001,118,361.31,78.89,25,3,2,10,601.64,256,-48,320,12465,123.69999999999999,96.28999999999999,7.09,17.04
290,1994,26,74.0,200,0.0,0.0,6500000.0,6500000.0,6750000.0,6750000.0,6000000.0,9916.56,217,194,119,1306,541,289,57,121,1621.24,8073.46,119,351.77,103.98,40,11,2,3,218.26,190,-25,411,12835,126.88,103.03000000000002,1.6199999999999999,19.75
291,1996,25,70.0,184,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,1484.1399999999999,20,25,32,181,122,125,0,1,54.730000000000004,1425.69,32,194.56,27.91,3,0,0,0,2.92,46,12,45,2031,32.29,31.659999999999997,0.03,0.5800000000000001
292,1997,24,75.0,215,0.0,0.0,0.0,0.0,4950000.0,4950000.0,4950000.0,7498.66,110,28,93,643,389,374,6,35,672.0699999999999,6555.910000000001,93,0.0,21.15,6,2,1,2,268.68,392,-47,138,9304,95.16,83.03999999999999,2.9299999999999997,7.93
293,1996,24,73.0,214,0.0,0.0,0.0,0.0,0.0,0.0,5050000.0,2834.93,34,7,84,247,160,109,0,6,200.04,2552.12,84,0.0,5.74,0,0,0,0,81.17,178,8,41,3598,69.17,61.599999999999994,0.81,5.140000000000001
294,1997,24,72.0,183,0.0,0.0,0.0,0.0,0.0,0.0,203670.0,1146.79,10,5,26,59,87,47,0,0,2.14,1140.38,26,0.0,19.689999999999998,1,0,0,0,2.67,76,-3,15,1543,42.89,42.03,0.05,0.4
295,1997,24,73.0,191,0.0,0.0,0.0,0.0,0.0,0.0,18102.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
296,1986,34,70.0,185,0.0,0.0,0.0,0.0,3125000.0,3125000.0,3125000.0,4426.070000000001,85,51,86,418,302,118,11,27,501.2,3594.4300000000003,86,281.62,88.60000000000001,5,0,2,7,328.44,117,8,136,6099,69.81,58.62,3.44,6.51
297,1997,23,74.0,202,0.0,0.0,0.0,0.0,0.0,5000000.0,7000000.0,4957.870000000001,141,94,302,725,293,371,29,73,806.42,4145.15,302,122.1,50.55,10,2,0,0,4.300000000000001,73,22,235,6017,67.07,56.02,0.03,10.2
298,1985,35,75.0,210,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,8850.34,175,103,186,1056,546,436,25,66,997.1700000000001,7174.6900000000005,186,329.54999999999995,67.92999999999999,12,0,4,6,676.0799999999999,357,-18,278,11360,111.89,90.27,7.099999999999999,11.26
299,1990,30,72.0,192,0.0,0.0,5000000.0,5000000.0,4500000.0,4500000.0,4000000.0,8799.01,176,154,445,1348,513,771,46,99,1295.94,7462.47,445,350.43,82.01,20,4,1,1,38.2,179,-33,330,11511,118.9,99.64999999999999,0.3,16.88
300,1992,29,75.0,228,0.0,0.0,0.0,0.0,0.0,3200000.0,700002.0,5672.17,43,5,162,320,314,430,0,1,15.469999999999999,4857.950000000001,162,0.0,6.960000000000001,1,0,0,4,794.75,534,14,48,7185,118.24,104.05,13.139999999999999,0.18
301,1992,28,73.0,206,0.0,4000000.0,5750000.0,6250000.0,6750000.0,6750000.0,6500000.0,9245.59,161,159,96,1377,540,285,19,38,977.97,7654.66,96,309.11999999999995,82.38999999999999,35,3,5,8,609.76,176,34,320,12277,118.61,97.02,6.41,11.49
302,1992,28,73.0,215,4500000.0,4500000.0,5500000.0,6000000.0,6000000.0,6000000.0,6500000.0,9997.140000000001,224,167,416,1345,515,984,46,106,1558.2099999999998,8033.999999999999,416,372.53,87.08999999999999,24,3,2,5,401.72999999999996,382,20,391,11989,134.88,107.99000000000001,4.390000000000001,20.06
303,1994,26,73.0,213,0.0,0.0,0.0,0.0,0.0,0.0,193088.0,124.57000000000001,1,1,28,17,17,40,0,0,0.01,124.56,28,50.0,6.25,0,0,0,0,0.0,0,4,2,188,19.95,19.95,0.0,0.0
304,1995,26,75.0,201,0.0,0.0,0.0,0.0,0.0,0.0,4400000.0,5062.820000000001,108,82,99,589,386,191,9,28,441.05999999999995,4617.61,99,244.07,83.84,19,2,0,0,3.7500000000000004,156,45,190,6308,78.4,70.42,0.02,6.3100000000000005
305,1995,25,72.0,200,0.0,0.0,5000000.0,5750000.0,6750000.0,6750000.0,6150000.0,10254.720000000001,305,190,197,1896,525,345,56,154,1670.95,8352.48,197,317.55000000000007,68.15,39,8,2,4,228.89000000000001,253,39,495,12297,135.01000000000002,109.48,2.12,20.95
306,1995,26,76.0,210,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,3986.4199999999996,65,36,36,451,288,316,4,6,307.46,3621.74,36,90.0,28.91,6,0,1,1,56.019999999999996,115,39,101,5361,67.18,61.730000000000004,0.53,3.68
307,1994,27,73.0,191,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,2253.09,35,11,20,203,116,79,2,10,237.23,2006.9,20,0.0,11.07,3,2,0,0,8.56,105,8,46,2810,37.83,34.14,0.09,3.6
308,1996,24,76.0,215,0.0,0.0,0.0,0.0,0.0,12000000.0,12000000.0,5307.89,151,99,126,620,281,148,40,92,956.6700000000001,4341.820000000001,126,259.04999999999995,65.19,14,2,0,0,8.6,148,-21,250,6223,84.23,70.51,0.07999999999999999,13.219999999999999
309,1998,23,71.0,187,0.0,0.0,0.0,0.0,0.0,0.0,874125.0,2810.6400000000003,40,32,62,351,208,142,10,18,436.91,2331.7599999999998,62,147.68,38.379999999999995,4,0,0,0,39.57000000000001,82,-6,72,3531,55.24,45.07,0.8600000000000001,7.26
310,1998,23,70.0,170,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,4410.85,72,12,31,296,225,157,2,35,492.68000000000006,3898.39,31,100.0,12.41,1,0,0,0,18.58,251,-2,84,5361,58.089999999999996,51.18000000000001,0.14,6.35
311,1993,28,72.0,204,0.0,0.0,0.0,0.0,0.0,0.0,476686.0,24.06,0,1,0,1,2,1,0,0,1.2,22.46,0,0.0,100.0,0,0,0,0,0.0,1,1,1,33,12.03,11.23,0.0,0.4
312,1995,26,72.0,194,0.0,0.0,0.0,0.0,0.0,0.0,135786.0,701.4699999999999,7,6,14,77,60,103,0,0,6.29,671.0200000000001,14,118.75,10.0,1,0,0,0,23.36,23,0,13,972,24.41,22.740000000000002,1.16,0.09000000000000001
313,2001,20,70.0,190,0.0,0.0,0.0,0.0,0.0,0.0,112738.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
314,1983,38,73.0,192,7600000.0,7500000.0,6000000.0,5000000.0,4500000.0,3500000.0,2650000.0,13059.92,259,42,206,1121,531,201,16,94,1424.7800000000002,10350.54,206,0.0,27.109999999999996,13,2,0,4,1281.7999999999997,851,54,301,15489,170.95,135.07,15.79,17.6
315,1987,33,75.0,212,0.0,0.0,0.0,0.0,5750000.0,5750000.0,5750000.0,8159.67,136,155,276,1384,467,504,42,89,1310.04,6836.48,276,229.49999999999997,79.05000000000001,27,7,0,0,11.55,168,8,291,9927,120.61000000000001,100.23,0.07,17.84
316,1987,34,70.0,170,0.0,0.0,0.0,5000000.0,4500000.0,4000000.0,2500000.0,10217.74,118,23,114,556,482,471,7,33,542.04,8808.41,114,0.0,26.4,3,2,0,3,865.2900000000001,1416,5,141,13330,146.56,125.90000000000002,11.2,6.580000000000001
317,1990,30,76.0,208,0.0,0.0,0.0,0.0,0.0,2150000.0,2150000.0,7153.65,93,86,296,720,512,544,26,52,918.43,5786.46,296,205.51999999999998,84.58,13,1,4,8,445.16,162,-33,179,9719,95.99000000000001,77.25,4.43,11.030000000000001
318,1990,30,73.0,204,0.0,0.0,0.0,0.0,0.0,0.0,257764.0,8869.48,71,19,292,493,445,682,4,20,461.6399999999999,7539.640000000001,292,0.0,25.63,3,0,1,2,865.4,616,-38,90,10920,137.59,117.78,11.91,5.42
319,1991,29,71.0,197,0.0,0.0,0.0,0.0,0.0,0.0,3750000.0,11202.16,255,78,169,1159,512,334,20,124,1642.2800000000002,9436.8,169,0.0,50.199999999999996,17,3,1,2,120.67999999999999,554,-53,333,13083,151.21,127.19,0.9500000000000001,20.999999999999996
320,1992,28,70.0,176,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,2357.41,25,32,56,209,183,441,0,0,13.93,2050.1400000000003,56,70.89,71.01,4,1,3,5,292.14,102,-6,57,3441,53.56,47.82,4.36,0.16
321,1994,27,73.0,206,0.0,0.0,0.0,0.0,0.0,0.0,416346.0,4067.8599999999997,67,39,49,371,288,263,5,24,416.33000000000004,3416.2100000000005,49,181.47000000000003,42.44,6,0,3,4,233.32,206,-54,106,5880,66.92999999999999,58.260000000000005,2.6,4.42
322,1994,26,76.0,212,0.0,0.0,0.0,0.0,0.0,1100000.0,1300000.0,2680.1,31,21,143,230,218,436,0,1,54.53,2349.65,143,177.43,38.46,4,0,2,4,273.52,113,-39,52,3700,56.43000000000001,51.28,3.74,0.5700000000000001
323,1995,26,76.0,221,0.0,0.0,0.0,0.0,0.0,0.0,5600000.0,7620.219999999999,92,29,295,767,350,767,1,15,285.68,6654.75,295,0.0,19.47,4,2,0,2,677.39,596,-7,121,9234,122.63,108.80000000000001,9.06,3.12
324,1995,25,74.0,208,0.0,0.0,0.0,9000000.0,9000000.0,9000000.0,9000000.0,8281.97,254,168,144,997,422,224,54,122,1257.6200000000001,6749.089999999999,144,296.65000000000003,89.47,24,9,6,7,273.26,131,-24,422,9593,112.86999999999999,91.95,2.89,15.559999999999999
325,1996,25,74.0,207,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,94.55,0,0,0,8,8,4,0,0,0.0,84.27,0,0.0,0.0,0,0,0,0,10.28,12,-4,0,143,11.51,10.33,1.18,0.0
326,1997,24,73.0,193,0.0,0.0,0.0,0.0,15000000.0,14000000.0,13000000.0,7529.52,307,162,118,1082,351,150,31,137,1139.8799999999999,6142.610000000001,118,220.13,75.22999999999999,33,7,3,8,244.63,133,43,469,8319,104.94000000000001,85.52999999999999,2.42,14.94
327,1997,24,71.0,197,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1894.65,19,6,43,119,89,73,2,4,84.69,1673.6799999999998,43,0.0,10.1,1,0,0,0,135.48,134,-15,25,2256,39.95,35.58,1.62,1.93
328,1998,23,76.0,201,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,1733.12,20,17,40,230,139,124,3,4,91.03,1639.23,40,50.0,18.81,2,0,0,0,1.6600000000000001,59,-10,37,2347,35.94,33.9,0.01,1.19
329,1995,26,71.0,175,0.0,0.0,0.0,0.0,0.0,0.0,975000.0,1904.21,43,25,14,224,138,18,2,4,145.09,1752.3899999999999,14,84.39,23.29,4,0,0,0,5.53,49,18,68,2584,27.259999999999998,25.14,0.03,2.06
330,1993,28,72.0,179,0.0,0.0,0.0,0.0,0.0,0.0,256462.0,352.44,6,3,8,39,33,18,1,1,16.24,335.57,8,50.0,7.7,0,0,0,0,0.23,8,0,9,489,10.41,10.1,0.0,0.29
331,1986,35,75.0,212,0.0,0.0,0.0,0.0,0.0,7000000.0,5000000.0,10574.869999999999,147,48,370,1020,442,788,20,78,1145.9499999999998,8268.970000000001,370,183.32,33.76,7,4,0,1,1157.15,1037,-56,195,12817,166.07,129.32,16.970000000000002,16.9
332,1986,35,75.0,212,0.0,0.0,0.0,0.0,0.0,7000000.0,5000000.0,10574.869999999999,147,48,370,1020,442,788,20,78,1145.9499999999998,8268.970000000001,370,183.32,33.76,7,4,0,1,1157.15,1037,-56,195,12817,166.07,129.32,16.970000000000002,16.9
333,1990,31,80.0,229,0.0,0.0,0.0,0.0,0.0,7000000.0,5000000.0,9848.24,122,48,380,819,447,502,9,48,895.0999999999999,7932.969999999999,380,0.0,47.94,7,1,3,8,1016.97,655,-8,170,11717,153.15,122.92,15.049999999999999,12.71
334,1990,30,74.0,205,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,10020.800000000001,101,27,387,805,454,678,3,12,282.68999999999994,8553.29,387,0.0,23.48,2,0,2,4,1181.2199999999998,900,0,128,11542,152.26,129.56,16.95,3.3000000000000003
335,1989,31,71.0,199,0.0,0.0,0.0,0.0,3800000.0,3800000.0,2500000.0,6567.08,98,73,882,643,480,688,1,9,227.2,5707.26,882,305.31,79.52000000000001,14,0,0,3,629.8200000000002,329,-3,171,10118,93.52,81.67,6.73,3.05
336,1993,27,72.0,190,0.0,0.0,0.0,0.0,0.0,0.0,283598.0,872.94,23,8,10,63,85,29,0,3,34.18,800.7800000000001,10,128.2,25.79,1,0,0,0,36.78,31,17,31,1141,29.43,27.42,0.51,0.67
337,1993,28,77.0,208,0.0,0.0,0.0,0.0,0.0,0.0,42238.0,645.44,2,9,14,60,70,64,2,2,8.129999999999999,636.49,14,212.90000000000003,54.58,2,0,0,0,0.42000000000000004,21,1,11,942,42.58,41.61,0.06,0.48
338,1993,28,73.0,218,0.0,0.0,0.0,0.0,5250000.0,6000000.0,4500000.0,7536.219999999999,185,120,225,821,478,770,30,79,955.5999999999999,6401.81,225,346.51,94.88,26,5,3,6,177.21,236,41,305,10037,106.37,90.24,1.73,11.549999999999999
339,1993,28,75.0,202,0.0,0.0,0.0,0.0,0.0,0.0,403468.0,4406.16,51,59,82,499,304,269,7,16,399.73,3826.0599999999995,82,100.44,47.03,16,0,1,1,179.17000000000002,125,-25,110,5882,57.08,49.769999999999996,1.8399999999999999,4.22
340,1991,30,72.0,194,0.0,0.0,0.0,0.0,0.0,8800000.0,6100000.0,7621.06,111,29,84,548,396,275,3,26,324.2300000000001,6802.71,84,0.0,34.06999999999999,3,0,0,1,489.32,528,88,140,9391,130.37,117.48,6.23,4.18
341,1995,26,70.0,192,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2282.4300000000003,16,22,40,262,187,438,0,0,6.99,2002.88,40,140.62,34.9,1,0,2,2,270.96,140,-24,38,3393,47.89,42.34,5.0,0.1
342,1995,26,74.0,200,0.0,0.0,0.0,0.0,0.0,1400000.0,1600000.0,2228.58,30,18,46,206,170,248,0,0,11.91,1975.4700000000003,46,180.32,89.19999999999999,3,2,0,1,239.6,115,12,48,3351,59.14,55.16,3.4299999999999997,0.12
343,1995,26,74.0,200,0.0,0.0,0.0,0.0,0.0,1400000.0,1600000.0,2228.58,30,18,46,206,170,248,0,0,11.91,1975.4700000000003,46,180.32,89.19999999999999,3,2,0,1,239.6,115,12,48,3351,59.14,55.16,3.4299999999999997,0.12
344,1995,26,72.0,215,0.0,0.0,0.0,6500000.0,7000000.0,5775000.0,3500000.0,8006.2699999999995,155,120,125,969,446,356,36,69,1029.75,6426.37,125,317.51000000000005,75.17,14,3,6,7,548.15,299,-65,275,10955,106.36000000000001,85.34,5.91,12.25
345,1996,24,73.0,226,0.0,0.0,0.0,0.0,0.0,0.0,1700000.0,3575.5999999999995,45,50,178,541,279,557,9,12,219.46,3350.1800000000003,178,232.91,36.88,9,0,0,0,3.56,120,-25,95,5407,60.540000000000006,56.82,0.02,2.46
346,1996,25,71.0,196,0.0,0.0,0.0,0.0,0.0,0.0,800000.0,684.3199999999999,12,10,32,61,68,166,0,1,9.02,674.26,32,107.01,31.5,0,0,0,0,0.24,34,-7,22,997,20.3,19.72,0.0,0.16
347,1996,25,71.0,188,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,510.75,4,4,6,62,49,47,0,0,2.44,483.62,6,45.0,13.11,0,0,0,0,23.89,16,-5,8,708,21.57,20.35,0.75,0.05
348,1997,24,73.0,208,0.0,0.0,0.0,0.0,0.0,4000000.0,6125000.0,3610.41,86,75,52,582,197,76,23,54,675.31,2928.9700000000003,52,105.63,54.14,11,1,0,0,4.93,60,-3,161,4485,70.84,58.17,0.04,11.4
349,1996,25,73.0,188,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
350,1996,25,75.0,205,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,191.73,2,5,25,19,21,45,0,0,3.46,187.76,25,50.0,29.4,0,0,0,0,0.11,6,2,7,307,16.48,15.61,0.02,0.43000000000000005
351,1999,21,70.0,180,0.0,0.0,0.0,0.0,214048.0,925000.0,925000.0,1578.33,48,8,24,132,73,8,3,27,264.65000000000003,1310.2,24,0.0,6.3,2,1,0,0,3.08,47,-10,56,1734,39.57,34.5,0.02,4.64
352,2000,20,69.0,185,0.0,0.0,0.0,0.0,0.0,0.0,825000.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
353,1995,25,71.0,187,0.0,0.0,0.0,0.0,0.0,0.0,356006.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
354,1985,36,75.0,228,8750000.0,9250000.0,9250000.0,9025000.0,8950000.0,8275000.0,6000000.0,10042.25,322,122,355,1104,497,788,24,111,1468.9,7889.429999999999,355,352.71,75.48999999999998,28,6,3,8,681.12,531,49,444,12255,140.51,110.53999999999999,7.98,19.119999999999997
355,1984,37,75.0,215,0.0,0.0,8000000.0,8000000.0,6000000.0,236544.0,4000000.0,7719.29,144,113,481,1014,456,1280,35,66,978.3699999999999,6245.67,481,353.71,69.86000000000001,16,2,0,1,492.44999999999993,316,28,257,10554,111.38000000000001,90.9,5.1,12.13
356,1989,32,72.0,203,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,9775.89,214,60,290,1037,478,463,29,130,1337.46,8060.98,290,0.0,39.870000000000005,10,3,0,2,374.65,630,-8,274,12217,141.73000000000002,117.35999999999999,4.090000000000001,18.61
357,1990,31,72.0,188,0.0,0.0,0.0,0.0,0.0,5825000.0,5825000.0,9783.41,152,159,181,997,548,500,44,85,1266.59,7551.63,181,345.12,111.10000000000001,29,4,8,16,961.19,382,-9,311,12858,123.32,95.08999999999999,10.870000000000001,14.85
358,1990,31,75.0,206,0.0,0.0,0.0,0.0,0.0,0.0,1250000.0,2968.53,39,31,85,326,259,293,5,5,110.55999999999997,2417.68,85,317.23999999999995,39.870000000000005,6,0,3,7,437.49,144,-17,70,4521,65.30000000000001,53.07,8.92,1.26
359,1990,30,72.0,208,0.0,0.0,0.0,0.0,0.0,5250000.0,5250000.0,8658.65,144,128,148,1255,510,325,19,44,782.9,6987.54,148,179.32999999999998,72.02,17,2,9,14,887.4100000000001,306,32,272,11832,116.42999999999998,93.53999999999999,10.3,9.32
360,1991,30,75.0,219,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,3961.2200000000003,31,31,355,393,376,1137,0,0,48.00000000000001,3767.92,355,166.66,46.300000000000004,4,0,1,3,142.9,158,-60,62,5347,72.86000000000001,68.68,1.75,1.58
361,1991,29,73.0,207,0.0,0.0,0.0,0.0,7500000.0,7500000.0,4750000.0,11261.32,170,51,143,813,484,243,17,80,1357.2800000000002,8910.96,143,50.0,44.32,12,2,4,8,990.6800000000001,732,7,221,13315,160.87000000000003,127.14,12.370000000000003,18.11
362,1991,29,75.0,224,0.0,0.0,0.0,0.0,3250000.0,4250000.0,4450000.0,7686.540000000001,76,21,348,479,385,906,0,0,37.55,6704.0,348,0.0,22.07,4,0,1,5,943.7900000000001,424,42,97,9593,117.85000000000002,103.39,13.280000000000001,0.31
363,1993,28,73.0,201,0.0,0.0,0.0,0.0,0.0,0.0,271572.0,530.15,5,1,8,38,33,51,0,0,26.22,496.93,8,0.0,3.13,0,0,0,0,6.199999999999999,26,-6,6,680,32.120000000000005,29.5,0.34,1.46
364,1993,28,72.0,196,0.0,0.0,3800000.0,3800000.0,3800000.0,3800000.0,3800000.0,7443.929999999999,154,129,96,1083,443,580,28,71,951.8299999999999,6397.89,96,340.21000000000004,71.2,25,6,0,3,91.41,185,0,283,9305,112.66000000000001,97.55000000000001,0.8400000000000001,12.559999999999999
365,1995,26,73.0,188,0.0,0.0,0.0,0.0,0.0,622708.0,2775000.0,3306.67,70,37,44,365,229,140,6,25,419.21000000000004,2846.94,44,98.59,30.7,8,0,1,1,38.919999999999995,105,18,107,4107,56.01,48.03,0.35000000000000003,6.779999999999999
366,1997,24,74.0,190,0.0,0.0,0.0,0.0,0.0,0.0,1100000.0,1872.1399999999999,14,2,30,117,113,76,0,0,9.370000000000001,1732.7600000000002,30,0.0,3.4,0,0,0,0,129.61,117,-14,16,2577,49.39,43.72,4.18,1.09
367,1997,23,72.0,180,0.0,0.0,0.0,0.0,0.0,0.0,1350000.0,1148.63,20,8,8,101,81,7,2,8,144.39,1002.06,8,57.5,21.5,0,0,0,0,1.38,23,3,28,1512,37.99,34.47,0.02,3.08
368,1984,37,71.0,195,0.0,0.0,0.0,0.0,0.0,8000000.0,5000000.0,10591.4,237,219,217,1480,551,645,79,167,1785.21,8347.58,217,381.28999999999996,103.04,36,4,3,5,455.41,477,73,456,13774,132.85,104.24,4.24,21.1
369,1986,35,72.0,195,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,8853.15,122,30,90,652,425,306,8,49,746.25,7290.51,90,0.0,24.07,4,2,3,5,812.79,705,-3,152,11408,138.25,115.03,11.620000000000001,9.11
370,1987,34,70.0,175,0.0,0.0,0.0,0.0,1450259.0,3250000.0,3250000.0,7929.41,122,82,189,949,554,667,1,1,58.09,6957.13,189,286.28,57.35,14,0,14,19,910.5899999999999,214,52,204,11908,98.66,86.11000000000001,9.65,0.41
371,1989,32,74.0,210,0.0,0.0,5750000.0,13000000.0,13000000.0,13000000.0,9000000.0,10500.390000000001,277,218,421,1573,551,932,69,145,1711.53,8205.140000000001,421,360.61999999999995,96.49,31,7,7,16,581.7200000000001,402,50,495,14492,131.76,102.42,5.930000000000001,20.55
372,1991,30,70.0,185,0.0,0.0,0.0,0.0,0.0,0.0,448266.0,9047.17,149,43,192,799,426,511,20,85,1168.27,7125.13,192,50.0,38.85,3,0,1,3,751.77,665,-11,192,11061,146.23,115.19,10.34,17.82
373,1992,29,73.0,200,0.0,0.0,0.0,0.0,0.0,13500000.0,9000000.0,10585.24,291,223,161,2067,538,489,68,174,1753.11,8572.11,161,368.75,75.03,43,8,1,2,257.22,225,29,514,13809,136.12,110.05999999999999,2.3400000000000003,21.259999999999998
374,1992,29,73.0,196,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,6942.46,62,21,126,419,398,429,0,3,108.91999999999999,6144.4400000000005,126,50.0,77.37,3,1,0,2,686.3,466,-13,83,9364,120.4,107.19999999999999,9.27,1.86
375,1992,28,75.0,190,0.0,2250000.0,2500000.0,3500000.0,4500000.0,5000000.0,6000000.0,9840.86,233,58,156,870,425,255,16,111,1325.23,8322.05,156,100.0,43.01,18,4,0,0,191.17999999999998,520,35,291,11515,137.56,116.09,1.97,17.06
376,1994,27,75.0,220,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,5434.2699999999995,68,60,215,540,351,437,4,9,233.41000000000003,4600.030000000001,215,249.24,54.220000000000006,8,0,3,4,599.23,260,15,128,8078,75.25,63.11999999999999,6.98,2.31
377,1994,27,75.0,215,0.0,0.0,0.0,0.0,0.0,7000000.0,4800000.0,7028.2300000000005,73,27,91,468,308,421,7,24,373.86,5823.7699999999995,91,0.0,22.6,5,2,2,5,828.5999999999999,539,43,100,8500,105.00999999999999,88.05000000000001,10.4,4.51
378,1996,24,75.0,220,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1699.7199999999998,27,28,40,219,118,160,6,20,219.7,1444.03,40,104.1,24.89,8,2,2,2,35.59,64,-8,55,2571,28.47,24.28,0.36,3.02
379,1997,24,75.0,200,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,1072.3,12,21,13,155,86,87,7,13,144.18,926.6700000000001,13,50.0,19.549999999999997,4,0,0,0,0.6499999999999999,30,1,33,1572,36.17,33.540000000000006,0.02,2.59
380,1984,36,72.0,210,7250000.0,7250000.0,7000000.0,6500000.0,5500000.0,5500000.0,4000000.0,9501.49,147,118,248,1348,542,1394,27,51,1065.86,7741.26,248,248.05,61.49,16,5,3,5,692.3699999999999,164,-6,265,12278,121.88999999999999,99.35999999999999,7.29,12.739999999999998
381,1987,33,75.0,225,0.0,6800000.0,14000000.0,13000000.0,12000000.0,11000000.0,8000000.0,11601.759999999998,314,160,144,1152,551,509,41,151,1606.32,8914.83,144,376.38,95.75999999999999,35,7,4,9,1078.2099999999998,400,63,474,13876,145.98000000000002,111.91,12.170000000000002,18.62
382,1994,26,74.0,188,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,4443.3099999999995,72,84,117,688,303,140,8,25,480.47,3875.16,117,211.8,63.78,12,4,1,1,85.68,107,-76,156,5957,69.53999999999999,60.71999999999999,0.89,6.71
383,1996,24,74.0,201,0.0,0.0,0.0,0.0,0.0,1250000.0,2250000.0,3663.76,62,41,134,417,256,271,3,21,390.3,3144.0699999999997,134,166.16,37.269999999999996,8,1,2,5,128.19,63,-12,103,5232,55.620000000000005,47.29,1.27,5.04
384,1996,25,73.0,213,0.0,0.0,0.0,0.0,0.0,0.0,525000.0,1400.49,17,19,240,159,131,305,2,5,100.64,1258.25,240,71.72999999999999,41.58,1,0,1,2,40.400000000000006,84,-6,36,1923,29.099999999999998,26.21,0.41000000000000003,1.67
385,1993,28,69.0,180,0.0,0.0,0.0,4250000.0,4250000.0,4250000.0,4250000.0,5545.629999999999,97,117,151,963,335,128,15,30,681.97,4559.45,151,127.98,59.34,23,2,10,13,301.81,184,36,214,7357,92.12,76.97,3.79,8.91
386,1997,24,73.0,185,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,1316.53,14,18,55,191,127,287,0,0,7.5600000000000005,1306.1799999999998,55,66.66,22.71,0,0,0,0,2.39,28,-3,32,1915,19.990000000000002,19.89,0.02,0.07
387,1995,26,73.0,200,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,1695.75,18,6,18,146,95,170,0,1,5.96,1552.56,18,0.0,9.48,1,0,0,0,136.03,147,15,24,2118,35.129999999999995,31.67,2.54,0.11
