,type,birthDate,currentAge,birthCity,birthStateProvince,birthCountry,nationality,height,weight,active,alternateCaptain,captain,rookie,shootsCatches,rosterStatus,timeOnIce20,assists20,goals20,pim20,shots20,games20,hits20,powerPlayGoals20,powerPlayPoints20,powerPlayTimeOnIce20,evenTimeOnIce20,penaltyMinutes20,faceOffPct20,shotPct20,gameWinningGoals20,overTimeGoals20,shortHandedGoals20,shortHandedPoints20,shortHandedTimeOnIce20,blocked20,plusMinus20,points20,shifts20,timeOnIcePerGame20,evenTimeOnIcePerGame20,shortHandedTimeOnIcePerGame20,powerPlayTimeOnIcePerGame20,timeOnIce19,assists19,goals19,pim19,shots19,games19,hits19,powerPlayGoals19,powerPlayPoints19,powerPlayTimeOnIce19,evenTimeOnIce19,penaltyMinutes19,faceOffPct19,shotPct19,gameWinningGoals19,overTimeGoals19,shortHandedGoals19,shortHandedPoints19,shortHandedTimeOnIce19,blocked19,plusMinus19,points19,shifts19,timeOnIcePerGame19,evenTimeOnIcePerGame19,shortHandedTimeOnIcePerGame19,powerPlayTimeOnIcePerGame19,timeOnIce18,assists18,goals18,pim18,shots18,games18,hits18,powerPlayGoals18,powerPlayPoints18,powerPlayTimeOnIce18,evenTimeOnIce18,penaltyMinutes18,faceOffPct18,shotPct18,gameWinningGoals18,overTimeGoals18,shortHandedGoals18,shortHandedPoints18,shortHandedTimeOnIce18,blocked18,plusMinus18,points18,shifts18,timeOnIcePerGame18,evenTimeOnIcePerGame18,shortHandedTimeOnIcePerGame18,powerPlayTimeOnIcePerGame18,timeOnIce17,assists17,goals17,pim17,shots17,games17,hits17,powerPlayGoals17,powerPlayPoints17,powerPlayTimeOnIce17,evenTimeOnIce17,penaltyMinutes17,faceOffPct17,shotPct17,gameWinningGoals17,overTimeGoals17,shortHandedGoals17,shortHandedPoints17,shortHandedTimeOnIce17,blocked17,plusMinus17,points17,shifts17,timeOnIcePerGame17,evenTimeOnIcePerGame17,shortHandedTimeOnIcePerGame17,powerPlayTimeOnIcePerGame17,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2013-14,2011-12,2012-13,2010-11
269,Forward,1997,23,Chesterfield,MO,USA,USA,72,197,True,False,False,False,R,Y,974.2,16.0,15.0,55.0,128.0,63.0,64.0,0.0,2.0,50.11,836.53,55.0,44.49,11.7,1.0,0.0,1.0,1.0,87.16,54.0,-10.0,31.0,1272.0,15.27,13.17,1.23,0.47,778.23,11,6,27,88,49,67,0,1,62.45,644.38,27,44.0,6.82,1,0,0,0,71.0,34,-9,17,1014,15.53,13.09,1.26,1.16,246.35,2,2,13,32,19,34,0,0,0.59,227.56,13,44.44,6.25,0,0,1,1,17.4,8,-3,4,336,12.58,11.59,0.55,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2300000.0,0.0,0.0,0.0,0.0
270,Defenseman,1998,23,Coquitlam,BC,CAN,CAN,72,189,True,False,False,False,R,Y,1217.37,6.0,5.0,38.0,92.0,64.0,54.0,1.0,1.0,22.53,1162.55,38.0,0.0,5.4,0.0,0.0,0.0,0.0,31.49,85.0,-7.0,11.0,1497.0,19.01,18.1,0.29,0.21,50.57,0,1,0,5,4,3,0,0,0.0,50.04,0,0.0,20.0,0,0,0,0,0.53,6,-1,1,67,12.44,12.31,0.13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,141736.0,925000.0,925000.0,0.0,0.0,0.0,0.0
271,Forward,1997,24,Ottawa,ON,CAN,CAN,71,196,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.43,0,0,2,0,1,0,0,0,0.0,9.43,2,0.0,0.0,0,0,0,0,0.0,0,0,0,14,9.43,9.43,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,82896.0,0.0,0.0,0.0,0.0
272,Defenseman,1999,22,Rochester,NY,USA,USA,71,189,True,False,False,True,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,286279.0,0.0,0.0,0.0,0.0
273,Forward,1989,31,Kitchener,ON,CAN,CAN,72,182,True,False,False,False,L,Y,1161.48,30.0,29.0,28.0,214.0,69.0,33.0,11.0,21.0,252.23,907.47,28.0,46.66,13.6,3.0,0.0,0.0,0.0,1.38,22.0,-5.0,59.0,1357.0,16.5,13.09,0.01,3.39,1462.42,34,36,30,253,82,42,17,35,282.02,1179.28,30,34.21,14.23,6,3,0,0,1.12,26,-24,70,1740,17.5,14.23,0.0,3.26,1509.22,34,22,32,257,82,31,8,21,253.39,1251.59,32,55.0,8.56,5,3,0,0,3.44,34,-20,56,1841,18.24,15.16,0.02,3.05,1301.53,35,26,51,224,74,41,13,26,235.37,1065.21,51,57.14,11.61,8,1,0,0,0.55,21,17,61,1585,17.35,14.23,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0
274,Forward,1986,35,Regina,SK,CAN,CAN,73,199,True,False,False,False,R,Y,1026.16,16.0,13.0,10.0,109.0,67.0,32.0,2.0,4.0,106.27,825.3,10.0,55.0,11.9,2.0,0.0,1.0,1.0,94.19,33.0,0.0,29.0,1380.0,15.19,12.19,1.24,1.35,1177.07,25,13,20,141,72,52,2,8,172.26,913.18,20,54.33,9.22,3,0,0,0,91.23,33,-3,38,1534,16.2,12.41,1.16,2.23,1267.03,32,11,28,154,81,43,3,13,177.11,1088.52,28,53.63,7.14,2,0,0,0,1.0,28,6,43,1746,15.38,13.26,0.0,2.11,1281.3,37,18,30,145,78,45,7,18,184.4,1090.07,30,56.66,12.41,1,0,0,0,6.43,26,-1,55,1772,16.25,13.58,0.05,2.22,0.0,0.0,0.0,0.0,5500000.0,5250000.0,4250000.0,0.0,0.0,0.0,0.0
275,Forward,1992,29,Wilcox,SK,CAN,CAN,70,190,True,False,False,False,L,Y,1290.42,35.0,22.0,18.0,162.0,71.0,60.0,9.0,20.0,199.12,1076.09,18.0,45.0,13.6,4.0,1.0,0.0,0.0,15.21,28.0,3.0,57.0,1551.0,18.1,15.09,0.12,2.48,1250.5,25,11,16,183,69,61,2,5,156.03,1055.02,16,48.64,6.01,1,0,0,0,39.45,27,-6,36,1576,18.07,15.17,0.34,2.15,1202.21,35,24,26,157,62,52,6,11,199.35,962.38,26,41.09,15.29,3,1,1,1,40.08,30,15,59,1486,19.23,15.31,0.38,3.13,1474.42,36,19,18,179,78,71,3,9,205.25,1184.1,18,47.85,10.61,4,1,0,0,85.07,43,14,55,2032,18.54,15.1,1.05,2.38,0.0,0.0,5250000.0,5500000.0,6250000.0,5750000.0,4000000.0,0.0,0.0,0.0,0.0
276,Forward,1994,26,Salem,MA,USA,USA,76,207,True,False,False,False,L,Y,796.31,14.0,16.0,28.0,90.0,58.0,109.0,1.0,1.0,40.0,730.45,28.0,11.11,17.8,3.0,0.0,0.0,0.0,25.46,32.0,13.0,30.0,1055.0,13.43,12.35,0.26,0.41,754.44,12,8,21,77,60,48,0,1,10.12,711.5,21,61.53,10.39,2,0,0,0,32.42,37,8,20,1037,12.34,11.51,0.32,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.5,4,4,10,36,39,22,0,0,20.2,392.37,10,43.59,11.11,2,0,0,0,9.53,20,2,8,601,10.5,10.04,0.15,0.31,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,0.0
277,Forward,1995,25,Moscow,Unknown,RUS,RUS,72,187,True,False,False,False,L,Y,928.15,15.0,11.0,23.0,75.0,69.0,144.0,0.0,0.0,7.31,810.25,23.0,45.42,14.7,2.0,0.0,2.0,3.0,110.19,33.0,4.0,26.0,1251.0,13.27,11.44,1.35,0.06,921.08,12,14,17,60,80,86,0,0,4.01,790.46,17,45.57,23.33,1,0,2,2,126.21,31,-4,26,1336,11.3,9.53,1.34,0.03,646.28,6,7,4,45,53,70,0,0,9.4,627.09,4,38.36,15.56,1,0,0,0,9.39,25,-1,13,865,12.11,11.49,0.1,0.1,353.44,7,5,2,20,30,34,0,0,27.0,326.12,2,40.09,25.0,1,0,0,0,0.32,14,5,12,489,11.47,10.52,0.01,0.54,0.0,0.0,0.0,0.0,0.0,1400000.0,1550000.0,0.0,0.0,0.0,0.0
278,Defenseman,1996,24,Mississauga,ON,CAN,CAN,72,203,True,False,False,False,L,Y,1155.1,14.0,9.0,27.0,138.0,71.0,50.0,4.0,10.0,106.23,1044.5,27.0,0.0,6.5,1.0,0.0,0.0,0.0,3.57,47.0,15.0,23.0,1539.0,16.16,14.42,0.03,1.29,1367.32,23,12,45,150,78,48,3,8,164.59,1194.12,45,0.0,8.0,4,1,0,0,8.21,68,14,35,1820,17.31,15.18,0.06,2.06,1292.19,19,5,20,138,75,29,2,9,149.36,1136.42,20,100.0,3.62,1,1,0,0,6.01,59,1,24,1654,17.13,15.09,0.04,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1875000.0,0.0,0.0,0.0,0.0
279,Defenseman,1983,37,Toronto,ON,CAN,CAN,73,200,True,False,True,False,L,Y,1432.55,26.0,5.0,34.0,157.0,60.0,42.0,2.0,11.0,160.19,1108.44,34.0,0.0,3.2,0.0,0.0,0.0,2.0,163.52,148.0,2.0,31.0,1682.0,23.52,18.28,2.43,2.4,1890.39,57,17,69,221,78,58,3,21,258.14,1424.26,69,0.0,7.69,2,0,4,6,207.59,144,39,74,2177,24.14,18.15,2.39,3.18,2032.35,25,13,63,214,82,93,1,10,257.07,1521.13,63,0.0,6.07,4,2,1,1,254.15,161,0,38,2301,24.47,18.33,3.06,3.08,1910.1,27,12,59,151,81,78,3,14,209.42,1438.05,59,0.0,7.95,4,1,2,3,262.23,184,22,39,2364,23.34,17.45,3.14,2.35,0.0,4000000.0,6750000.0,6750000.0,6750000.0,6750000.0,6750000.0,0.0,0.0,0.0,0.0
280,Forward,1988,33,Vancouver,BC,CAN,CAN,75,231,True,False,False,False,L,Y,906.37,12.0,8.0,54.0,83.0,68.0,198.0,5.0,8.0,103.54,802.07,54.0,43.47,9.6,1.0,0.0,0.0,0.0,0.36,20.0,-6.0,20.0,1193.0,13.19,11.47,0.0,1.31,1045.38,14,6,91,74,79,259,2,4,106.07,939.31,91,55.55,8.11,0,0,0,0,0.0,22,-9,20,1422,13.14,11.53,0.0,1.2,1308.46,24,10,80,147,82,254,3,7,174.54,1132.33,80,55.76,6.8,1,0,0,0,1.19,25,-12,34,1646,15.57,13.48,0.0,2.07,1407.15,27,23,50,175,82,202,12,25,223.57,1182.38,50,57.14,13.14,3,0,0,0,0.4,20,-3,50,1769,17.09,14.25,0.0,2.43,0.0,0.0,8000000.0,8000000.0,7000000.0,5250000.0,3250000.0,0.0,0.0,0.0,0.0
281,Forward,1989,32,Vasteras,Unknown,SWE,SWE,72,200,True,False,False,False,L,Y,1256.11,29.0,16.0,26.0,157.0,70.0,44.0,3.0,10.0,98.17,1046.27,26.0,47.3,10.2,3.0,0.0,3.0,3.0,111.27,11.0,3.0,45.0,1603.0,17.56,14.56,1.35,1.24,1377.41,26,21,52,205,77,52,1,2,126.37,1143.36,52,49.56,10.24,4,1,1,2,107.28,26,34,47,1786,17.53,14.51,1.23,1.38,1559.53,31,14,78,214,82,54,3,11,175.25,1189.59,78,50.0,6.54,2,0,1,3,194.29,40,-21,45,1868,19.01,14.3,2.22,2.08,1426.05,31,22,36,197,81,55,7,16,165.41,1078.2,36,48.07,11.17,7,2,0,3,182.04,41,9,53,1914,17.36,13.18,2.14,2.02,0.0,0.0,0.0,0.0,5850000.0,5850000.0,4350000.0,0.0,0.0,0.0,0.0
282,Defenseman,1990,31,Winnipeg,MB,CAN,CAN,75,210,True,False,False,False,R,Y,538.41,5.0,2.0,16.0,57.0,33.0,52.0,0.0,0.0,0.32,498.39,16.0,0.0,3.5,0.0,0.0,0.0,0.0,39.3,54.0,-5.0,7.0,711.0,16.19,15.06,1.11,0.0,223.06,5,0,10,12,14,27,0,0,7.05,189.39,10,0.0,0.0,0,0,0,0,26.22,16,0,5,303,15.56,13.32,1.53,0.3,1373.16,7,3,28,98,82,106,0,1,47.19,1125.37,28,0.0,3.06,0,0,0,0,200.2,158,-11,10,1759,16.44,13.43,2.26,0.34,1268.19,12,3,32,81,64,125,1,5,83.0,1069.02,32,100.0,3.7,0,0,0,0,116.17,143,0,15,1705,19.49,16.42,1.49,1.17,0.0,0.0,0.0,0.0,0.0,0.0,271530.0,0.0,0.0,0.0,0.0
283,Forward,1991,30,Winkler,MB,CAN,CAN,73,202,True,False,False,False,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.49,8,3,26,49,48,54,0,0,1.54,496.51,26,44.31,6.12,0,0,0,0,57.04,42,0,11,770,11.34,10.21,1.11,0.02,63.18,0,0,5,6,6,3,0,0,3.34,58.27,5,46.42,0.0,0,0,0,0,1.17,4,-3,0,95,10.33,9.44,0.12,0.35,0.0,0.0,0.0,0.0,0.0,0.0,106250.0,0.0,0.0,0.0,0.0
284,Forward,1992,29,Stockholm,Unknown,SWE,SWE,73,194,True,False,False,False,L,Y,580.36,3.0,4.0,17.0,49.0,48.0,91.0,0.0,0.0,1.28,486.19,17.0,14.28,8.2,0.0,0.0,0.0,0.0,92.49,31.0,-6.0,7.0,832.0,12.05,10.07,1.56,0.01,943.37,5,7,13,103,70,86,0,0,7.19,821.09,13,38.4,6.8,3,1,0,0,115.09,52,0,12,1300,13.28,11.43,1.38,0.06,792.53,5,2,6,97,75,107,0,0,4.56,659.45,6,46.75,2.06,0,0,0,0,128.12,41,-11,7,1245,10.34,8.47,1.42,0.03,1042.56,5,7,17,104,82,148,0,0,5.46,903.18,17,31.03,6.73,2,0,1,1,133.52,41,-12,12,1564,12.43,11.0,1.37,0.04,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
285,Defenseman,1993,28,Chelyabinsk,Unknown,RUS,RUS,71,191,True,False,False,False,L,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.41,13,4,24,63,48,84,1,2,55.07,724.27,24,0.0,6.35,0,0,0,0,2.07,21,0,17,959,16.17,15.05,0.02,1.08,0.0,0.0,0.0,0.0,0.0,0.0,700000.0,0.0,0.0,0.0,0.0
286,Forward,1993,27,Salem,NJ,USA,USA,69,165,True,False,False,False,L,Y,1315.18,40.0,18.0,12.0,209.0,70.0,1.0,6.0,18.0,202.5,1111.34,12.0,25.0,8.6,2.0,0.0,0.0,0.0,0.54,11.0,-10.0,58.0,1550.0,18.47,15.52,0.0,2.53,1646.05,63,36,24,245,82,12,6,27,273.3,1368.31,24,33.33,14.69,8,3,0,0,4.04,12,18,99,1923,20.04,16.41,0.02,3.2,1553.54,60,24,26,227,80,16,3,24,283.13,1268.49,26,20.0,10.57,4,0,0,0,1.52,18,2,84,1716,19.25,15.51,0.01,3.32,1331.22,43,18,4,182,72,9,4,16,231.05,1098.52,4,0.0,9.89,3,1,0,0,1.25,14,-7,61,1595,18.29,15.15,0.01,3.12,0.0,0.0,6750000.0,6750000.0,6750000.0,6750000.0,6750000.0,0.0,0.0,0.0,0.0
287,Forward,1993,28,Innisfil,ON,CAN,CAN,74,192,True,False,False,False,R,Y,540.25,12.0,7.0,4.0,69.0,36.0,17.0,0.0,5.0,65.32,472.51,4.0,58.82,10.1,0.0,0.0,0.0,0.0,2.02,8.0,0.0,19.0,774.0,15.0,13.08,0.03,1.49,1066.17,10,14,32,151,76,44,3,7,172.55,892.48,32,36.58,9.27,2,0,0,0,0.34,23,5,24,1439,14.01,11.44,0.0,2.16,169.05,3,1,6,25,16,2,0,0,30.04,139.01,6,66.66,4.0,0,0,0,0,0.0,5,0,4,239,10.34,8.41,0.0,1.52,163.28,8,2,4,27,13,5,1,3,24.56,138.32,4,50.0,7.41,0,0,0,0,0.0,4,2,10,246,12.34,10.39,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,875000.0,0.0,0.0,0.0,0.0
288,Forward,1991,29,Bellmawr,NJ,USA,USA,78,232,True,False,False,False,R,Y,61.11,0.0,1.0,7.0,6.0,5.0,14.0,0.0,0.0,0.0,58.36,7.0,0.0,16.7,0.0,0.0,0.0,0.0,2.35,5.0,0.0,1.0,85.0,12.14,11.43,0.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.47,0,0,2,4,4,9,0,0,0.0,27.47,2,0.0,0.0,0,0,0,0,0.0,0,0,0,49,6.56,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265496.0,0.0,0.0,0.0,0.0
289,Forward,1994,26,Boden,Unknown,SWE,SWE,73,195,True,False,False,False,R,Y,1380.3,25.0,29.0,22.0,169.0,70.0,93.0,8.0,19.0,198.06,1035.48,22.0,49.31,17.2,7.0,1.0,0.0,0.0,146.36,41.0,-8.0,54.0,1754.0,19.43,14.47,2.05,2.49,1623.07,51,27,20,182,81,82,9,26,259.07,1178.22,20,54.32,14.84,5,0,1,4,185.38,39,30,78,2062,20.02,14.32,2.17,3.11,1449.19,28,16,18,153,81,98,6,9,212.16,1128.14,18,54.47,10.46,4,1,0,1,108.49,41,-8,44,1924,17.53,13.55,1.2,2.37,1309.03,34,11,16,151,72,99,2,11,158.47,1061.17,16,55.59,7.28,0,0,1,5,88.59,43,-2,45,1743,18.1,14.44,1.14,2.12,0.0,0.0,0.0,0.0,4850000.0,5850000.0,3850000.0,0.0,0.0,0.0,0.0
290,Forward,1994,26,Brampton,ON,CAN,CAN,74,200,True,False,False,False,L,Y,1267.07,26.0,22.0,25.0,166.0,70.0,65.0,8.0,16.0,200.31,1064.33,25.0,52.58,13.3,5.0,1.0,0.0,0.0,2.03,22.0,-16.0,48.0,1559.0,18.06,15.12,0.01,2.51,1486.16,48,34,12,211,78,36,12,23,256.44,1224.47,12,51.12,16.11,5,0,0,0,4.45,24,7,82,1805,19.03,15.42,0.03,3.17,1382.28,33,31,24,202,74,35,9,19,268.29,1093.29,24,50.39,15.35,11,3,0,0,20.3,17,3,64,1577,18.4,14.46,0.16,3.37,1441.18,31,27,20,199,82,34,8,17,247.59,1152.32,20,51.45,13.57,4,2,1,1,40.47,25,-1,58,1835,17.34,14.03,0.29,3.01,0.0,0.0,6500000.0,6500000.0,6750000.0,6750000.0,6000000.0,0.0,0.0,0.0,0.0
291,Forward,1996,25,Toronto,ON,CAN,CAN,70,184,True,False,False,False,L,Y,931.4,15.0,17.0,18.0,109.0,68.0,73.0,0.0,1.0,35.06,895.36,18.0,27.9,15.6,2.0,0.0,0.0,0.0,0.58,25.0,4.0,32.0,1249.0,13.42,13.1,0.0,0.3,463.56,5,8,12,65,44,43,0,0,19.52,441.3,12,66.66,12.31,1,0,0,0,2.34,17,11,13,653,10.32,10.02,0.03,0.27,89.18,0,0,2,7,10,9,0,0,0.15,89.03,2,100.0,0.0,0,0,0,0,0.0,4,-3,0,129,8.55,8.54,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0
292,Defenseman,1997,24,Boston,MA,USA,USA,75,215,True,False,False,False,L,Y,1482.0,17.0,5.0,12.0,132.0,70.0,82.0,1.0,5.0,90.53,1274.47,12.0,0.0,3.8,0.0,0.0,0.0,0.0,116.2,89.0,-12.0,22.0,1814.0,21.1,18.12,1.39,1.17,1661.52,28,5,12,116,80,87,1,5,88.05,1436.55,12,0.0,4.31,2,0,1,2,136.52,83,18,33,2075,20.46,17.57,1.42,1.06,1489.57,22,10,21,165,79,81,1,7,142.04,1341.18,21,0.0,6.06,3,1,0,0,6.35,69,-20,32,1861,18.51,16.58,0.05,1.47,1451.32,25,4,26,108,81,57,2,11,164.35,1283.52,26,0.0,3.7,1,1,0,0,3.05,73,-19,29,1785,17.55,15.51,0.02,2.01,0.0,0.0,0.0,0.0,4950000.0,4950000.0,4950000.0,0.0,0.0,0.0,0.0
293,Defenseman,1996,24,Malmö,Unknown,SWE,SWE,73,214,True,False,False,False,R,Y,1395.3,17.0,5.0,57.0,124.0,70.0,51.0,0.0,4.0,104.05,1241.26,57.0,0.0,4.0,0.0,0.0,0.0,0.0,49.59,83.0,-7.0,22.0,1729.0,19.56,17.44,0.42,1.29,1267.07,17,2,23,115,79,52,0,2,79.1,1158.46,23,0.0,1.74,0,0,0,0,29.11,83,17,19,1639,16.02,14.4,0.22,1.0,154.23,0,0,4,8,10,2,0,0,15.37,136.0,4,0.0,0.0,0,0,0,0,2.46,10,-1,0,207,15.26,13.36,0.16,1.33,18.33,0,0,0,0,1,4,0,0,1.52,16.4,0,0.0,0.0,0,0,0,0,0.01,2,-1,0,23,18.33,16.4,0.01,1.52,0.0,0.0,0.0,0.0,0.0,0.0,5050000.0,0.0,0.0,0.0,0.0
294,Defenseman,1997,24,Stockholm,Unknown,SWE,SWE,72,183,True,False,False,False,L,Y,657.55,5.0,2.0,16.0,37.0,48.0,36.0,0.0,0.0,1.32,654.36,16.0,0.0,5.4,0.0,0.0,0.0,0.0,1.47,34.0,-6.0,7.0,890.0,13.42,13.38,0.02,0.01,472.02,5,3,10,21,38,11,0,0,0.44,469.59,10,0.0,14.29,1,0,0,0,1.19,41,3,8,633,12.25,12.22,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,203670.0,0.0,0.0,0.0,0.0
295,Forward,1997,24,Richmond,BC,CAN,CAN,73,191,True,False,False,True,R,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18102.0,0.0,0.0,0.0,0.0
296,Forward,1986,34,Spokane,WA,USA,USA,70,185,True,False,False,False,R,Y,989.14,19.0,10.0,10.0,102.0,68.0,12.0,1.0,4.0,56.17,819.33,10.0,52.32,9.8,0.0,0.0,1.0,2.0,113.24,34.0,9.0,29.0,1345.0,14.32,12.03,1.4,0.49,1118.07,25,13,24,103,81,19,2,7,136.26,824.45,24,58.2,12.62,1,0,0,4,156.56,19,21,38,1579,13.48,10.1,1.56,1.41,1248.29,23,15,28,135,80,52,3,7,161.4,1057.13,28,56.48,11.11,1,0,0,0,29.36,27,-15,38,1702,15.36,13.12,0.22,2.01,997.44,18,11,22,73,67,33,4,8,142.14,826.02,22,55.3,15.07,3,0,1,1,29.28,37,-8,29,1369,14.53,12.19,0.26,2.07,0.0,0.0,0.0,0.0,3125000.0,3125000.0,3125000.0,0.0,0.0,0.0,0.0
297,Forward,1997,23,Scottsdale,AZ,USA,USA,74,202,True,False,False,False,L,Y,1263.15,38.0,23.0,74.0,188.0,69.0,122.0,5.0,19.0,195.36,1067.24,74.0,0.0,12.2,4.0,2.0,0.0,0.0,0.15,22.0,-5.0,61.0,1499.0,18.18,15.28,0.0,2.5,1407.55,43,34,62,207,80,104,11,24,255.29,1149.3,62,46.15,16.43,2,0,0,0,2.56,13,14,77,1696,17.35,14.22,0.02,3.11,1173.03,25,24,61,188,68,80,10,17,202.36,970.04,61,41.17,12.77,2,0,0,0,0.23,16,-1,49,1354,17.15,14.15,0.0,2.58,1114.14,35,13,105,142,76,65,3,13,153.41,958.57,105,34.78,9.15,2,0,0,0,1.36,22,14,48,1468,14.39,12.37,0.01,2.01,0.0,0.0,0.0,0.0,0.0,5000000.0,7000000.0,0.0,0.0,0.0,0.0
298,Forward,1985,35,Malmö,Unknown,SWE,SWE,75,210,True,False,False,False,L,Y,1112.45,18.0,17.0,18.0,135.0,70.0,77.0,6.0,11.0,151.0,897.05,18.0,45.28,12.6,1.0,0.0,0.0,0.0,64.4,41.0,6.0,35.0,1476.0,15.53,12.48,0.55,2.09,1430.49,26,23,26,188,82,99,2,10,141.5,1085.24,26,49.34,12.23,2,0,3,3,203.35,67,-5,49,1858,17.26,13.14,2.28,1.43,1336.11,21,16,26,150,77,71,3,5,146.5,1003.05,26,45.26,10.67,3,0,0,1,186.16,64,0,37,1708,17.21,13.01,2.25,1.54,1075.37,8,6,22,128,80,34,1,2,78.25,941.25,22,51.99,4.69,0,0,0,0,55.47,42,-26,14,1472,13.26,11.46,0.41,0.58,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0
299,Forward,1990,30,London,ON,CAN,CAN,72,192,True,False,False,False,L,Y,888.43,17.0,19.0,97.0,133.0,51.0,61.0,4.0,11.0,193.21,689.18,97.0,56.76,14.3,1.0,0.0,0.0,0.0,6.04,9.0,7.0,36.0,1041.0,17.25,13.3,0.07,3.47,1181.51,28,16,43,184,73,85,4,13,188.49,991.51,43,55.2,8.7,5,0,0,0,1.11,13,-2,44,1499,16.11,13.35,0.0,2.35,1340.45,23,32,42,211,80,94,12,19,167.06,1172.57,42,49.95,15.17,3,0,0,0,0.42,26,2,55,1840,16.45,14.39,0.0,2.05,1359.3,29,32,95,236,82,124,12,17,179.11,1177.3,95,47.97,13.56,6,2,0,0,2.49,31,-7,61,1882,16.34,14.21,0.02,2.11,0.0,0.0,5000000.0,5000000.0,4500000.0,4500000.0,4000000.0,0.0,0.0,0.0,0.0
300,Defenseman,1992,29,Stockholm,Unknown,SWE,SWE,75,228,True,False,False,False,L,Y,1410.26,8.0,1.0,28.0,89.0,64.0,80.0,0.0,0.0,6.06,1184.26,28.0,0.0,1.1,1.0,0.0,0.0,1.0,219.54,92.0,-10.0,9.0,1666.0,22.02,18.3,3.26,0.05,1220.02,9,1,53,57,74,137,0,0,1.53,980.22,53,0.0,1.75,0,0,0,1,237.47,131,5,10,1528,16.29,13.14,3.12,0.01,1350.14,12,3,41,73,68,66,0,0,2.53,1121.3,41,0.0,4.11,0,0,0,2,225.51,185,27,15,1677,19.51,16.29,3.19,0.02,631.09,3,0,14,46,40,45,0,0,1.38,588.41,14,0.0,0.0,0,0,0,0,40.5,47,-4,3,839,15.46,14.43,1.01,0.02,0.0,0.0,0.0,0.0,0.0,3200000.0,700002.0,0.0,0.0,0.0,0.0
301,Forward,1992,28,Pittsburgh,PA,USA,USA,73,206,True,False,False,False,L,Y,971.21,12.0,21.0,16.0,140.0,58.0,36.0,1.0,1.0,71.35,798.11,16.0,39.65,15.0,5.0,0.0,2.0,2.0,101.35,19.0,2.0,33.0,1242.0,16.44,13.45,1.45,1.14,1415.05,24,23,12,195,80,52,5,6,117.55,1162.3,12,38.71,11.79,3,0,3,3,134.4,25,-9,47,1863,17.41,14.31,1.41,1.28,1435.2,17,18,14,237,82,29,1,1,174.37,1120.13,14,46.28,7.59,8,2,0,0,140.3,32,-10,35,1937,17.3,13.39,1.42,2.07,1396.26,29,24,8,210,82,24,1,3,129.03,1226.41,8,44.44,11.43,4,0,0,0,40.42,26,23,53,1888,17.01,14.57,0.29,1.34,0.0,4000000.0,5750000.0,6250000.0,6750000.0,6750000.0,6500000.0,0.0,0.0,0.0,0.0
